id_title,relevant?,title,Clickable Link,authors,doi,link,pub_year,type,abstract,source,pub_title,id
781,y,Adaptive Security Control against False Data Injection Attacks in Cyber-Physical Systems,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10061221,B. Miao; H. Wang; Y. -J. Liu; L. Liu,10.1109/JETCAS.2023.3253483,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10061221,20230.0,IEEE Early Access Articles,"In this paper, for a class of nonlinear cyber-physical systems (CPSs), the problem of adaptive security control for false data injection (FDI) attacks on the sensor and actuator is solved. Both sensor and actuator are destroyed by attackers, which makes the feedback control design unable to access the traditional error surface. Firstly, a state observer is constructed to mitigate the impact of sensor attacks. And then neural networks are used to approximate the nonlinear term and compensate for state-dependent actuator attacks. Finally, in order to reduce the impact of FDI attacks, we design a special time-varying symmetry barrier function in backstepping control design, which can achieve specific output signal constraints under FDI attacks. Through the above control strategy, the output constraint control problem of CPSs under FDI attacks is solved. Finally, a numerical simulation example demonstrates the effectiveness of the proposed controller.",IEEE Xplore,IEEE Journal on Emerging and Selected Topics in Circuits and Systems,369
787,y,Design and Development of an AI based Intelligent Door for Home Security System,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10200307,S. R; A. K. Kumar; A. Titus; S. Hemajothi; J. Venkatesh; L. A,10.1109/ACCAI58221.2023.10200307,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10200307,20230.0,IEEE Conferences,"These days, safety concerns are universal. A house, a factory, a bank, and so on are all things that virtually everyone desires. In today's world, when more and more people have easier access to various resources, it is increasingly vital to ensure that one has a safe place to live. There must be a way to keep us secure since the daily rise in crime rates demands it. We're all aware that there are sophisticated security systems out there, but unfortunately, they're out of reach for a lot of people. Trespassing, intrusion, and other forms of illegal entry are commonplace, with many common targets including banks, business offices, financial organizations, jewellery stores, and government organizations. Our goal is to alleviate this problem by creating a low-priced electronic system that can detect intruders' movements and trigger an alert. To this end, we offer a new Android app called Door Security System that makes use of IoT technology to keep tabs on the door's state, manage the door, and boost home safety. The smart lock system in this instance is an android-based one, and it can function in both single-mode and multi-mode settings. Financial and commercial institutions have an urgent need for this kind of technology. The system also provides features for the average user, who does not need to be the only one with access to the lock's controls. The system's high efficiency, low price, and cutting-edge features and user-friendly design all contribute to its value. In the event that the door is opened without permission, the alarm will sound and a message will be sent to the homeowners.",IEEE Xplore,"2023 International Conference on Advances in Computing, Communication and Applied Informatics (ACCAI)",370
788,y,B++: A High-Throughput Proof-of-Work based Blockchain with Eventual Consistency,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9500338,B. -J. Chen; T. -H. Jian; T. -N. Lin,10.1109/ICC42927.2021.9500338,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9500338,20210.0,IEEE Conferences,"Blockchain plays an important role in a variety of fields because it enables peers to cooperate with each other in a decentralized database. In Bitcoin-like protocols, each block is always mined by all miners, which implies a design philosophy that all transactions should be protected with the highest security. As a result, the throughput is bounded in these protocols. In real-world applications, the security requirement of transactions differs. Therefore, we present B++, a scalable blockchain structure, which breaks the limits of blockchain security so that B++ can distribute system resources efficiently to confirm transactions with different requirements. In our analysis, we show that B++ inherits eventual consistency in Bitcoin-like protocols. Moreover, our open-source simulation indicates that the throughput of B++ can be more than 100 times greater than that of baseline approaches; besides, the number of timeout transactions in B++ can decrease by up to 70% than that in a Bitcoin-like blockchain.",IEEE Xplore,ICC 2021 - IEEE International Conference on Communications,371
789,y,Investigating the application of moving target defenses to network security,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6623770,R. Zhuang; S. Zhang; A. Bardas; S. A. DeLoach; X. Ou; A. Singhal,10.1109/ISRCS.2013.6623770,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6623770,20130.0,IEEE Conferences,This paper presents a preliminary design for a moving-target defense (MTD) for computer networks to combat an attacker's asymmetric advantage. The MTD system reasons over a set of abstract models that capture the network's configuration and its operational and security goals to select adaptations that maintain the operational integrity of the network. The paper examines both a simple (purely random) MTD system as well as an intelligent MTD system that uses attack indicators to augment adaptation selection. A set of simulation-based experiments show that such an MTD system may in fact be able to reduce an attacker's success likelihood. These results are a preliminary step towards understanding and quantifying the impact of MTDs on computer networks.,IEEE Xplore,2013 6th International Symposium on Resilient Control Systems (ISRCS),372
794,y,Data-driven cyber-attack detection for photovoltaic systems: A transfer learning approach,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9773401,Q. Li; J. Zhang; J. Ye; W. Song,10.1109/APEC43599.2022.9773401,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9773401,20220.0,IEEE Conferences,"With increasing exposure to software-based sensing and control, power systems are facing higher risks of cyber/physical attacks. To ensure system stability and minimize the potential economic losses, it is imperative to monitor the operating states and detect those attacks at the early stage. In this paper, a transfer learning method is proposed to detect cyber-attacks in photovoltaic (PV) systems with much less training data. First of all, two PV systems with a different number of PV inverters and power ratings are analyzed and their attack models are studied. Next, an attack detection Convolutional Neural Network (CNN) model was trained with rich amount of data from PV #1. Then, transfer learning was proposed to transfer the well-trained features from PV #1 to PV #2. Lastly, the attack detection model on PV #2 was trained based on the transferred CNN model. The experiment results show that the proposed transfer learning method achieves better accuracy and a faster convergence rate with a much less training dataset than conventional deep learning.",IEEE Xplore,2022 IEEE Applied Power Electronics Conference and Exposition (APEC),373
795,y,Integrating Multi-Modal Circuit Features within an Efficient Encryption System,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4299755,E. Papoutsis; G. Howells; A. Hopkins; K. McDonald-Maier,10.1109/IAS.2007.27,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4299755,20070.0,IEEE Conferences,"The problem of the incorporation of pattern features with unusual distributions is well known within pattern recognition systems even if not easily addressed. The problem is more acute when features are derived from characteristics of given integrated electronic circuits. The current paper introduces novel efficient techniques for normalising sets of features which are highly multi-modal in nature, so as to allow them to be incorporated within a single encryption key generation system based primarily on measured hardware characteristics. The utility of the proposed system lies in the observation that the need for data sent to and from remote network nodes to be secure and verified is substantial. Security can be improved by using encryption techniques based on keys, which are based on unique properties of the individual nodes within the network. This will serve both to minimize the need for key storage and sharing as well as to validate the initiator node of a message.",IEEE Xplore,Third International Symposium on Information Assurance and Security,374
800,y,Sabotage Attack Detection for Additive Manufacturing Systems,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8984311,S. -Y. Yu; A. V. Malawade; S. R. Chhetri; M. A. Al Faruque,10.1109/ACCESS.2020.2971947,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8984311,20200.0,IEEE Journals,"This paper presents a novel multi-modal sabotage attack detection system for Additive Manufacturing (AM) machines. By utilizing multiple side-channels, we improve system state estimation significantly in comparison to uni-modal techniques. Besides, we analyze the value of each side-channel for performing attack detection in terms of mutual information shared with the machine control parameters. We evaluate our system on real-world test cases and achieve an attack detection accuracy of 98.15%. AM, or 3D Printing, is seeing practical use for the rapid prototyping and production of industrial parts. The digitization of such systems not only makes AM a crucial technology in Industry 4.0 but also presents a broad attack surface that is vulnerable to kinetic cyberattacks. In the field of AM security, sabotage attacks are cyberattacks that introduce inconspicuous defects to a manufactured component at any specific process of the AM digital process chain, resulting in the compromise of the component's structural integrity and load-bearing capabilities. Defense mechanisms that detect such attacks using side-channel analysis have been studied. However, most current works focus on modeling the state of AM systems using a single side-channel, thus limiting their effectiveness at attack detection. In this paper, we demonstrate the value of a multi-modal sabotage attack detection system in comparison to uni-modal techniques.",IEEE Xplore,IEEE Access,375
801,y,Application of mobile agents in collecting the residual value from electronic accounts,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=983062,Say Wei Foo; Wen Jie,10.1109/ICII.2001.983062,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=983062,20010.0,IEEE Conferences,"With the prevalence of the electronic commerce, the residual balance of electronic currency emerges in our lives. For example, we usually use electronic currency cards. Every card has only small balance such as $50. Sometimes, the residual value in the cards is so little that we cannot process the transactions we want with it. By collecting the balance in these cards, one can use the sum to do some valuable tasks. Mobile agents have many advantages in the applications of e-commerce. With mobile agents, one can conveniently collect the residual balance of electronic currency. This paper introduces an application framework of collecting the residual value from electronic accounts over the Internet.",IEEE Xplore,2001 International Conferences on Info-Tech and Info-Net. Proceedings (Cat. No.01EX479),376
802,y,The application of security adaptive framework for sensor in industrial systems,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7479838,B. A. Mozzaquatro; R. Jardim-Goncalves; R. Melo; C. Agostinho,10.1109/SAS.2016.7479838,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7479838,20160.0,IEEE Conferences,"Sensor networks is a solid basis for the Internet of Things (IoT) to provide resources, business models and opportunities to build potential industrial systems improving manufacturing systems with efficient operations. In this context, IoT devices and sensor networks have a dynamic behavior and changes often modifying the production environment. Nevertheless, severe threats are increasing the complexity and difficulty to protect existing vulnerabilities of IoT devices and sensor networks. However, this work analysis of the application of an ontology-based security framework to decision-making using adaptive security model to improve secure information for the industrial systems. A knowledge base (IoTSec ontology) contributes to feed the system with queries of contextual information collected in the environment. The main contribution is the identification of security issues in specific industrial scenarios of C2NET project to address potential security mechanisms and approaches to protect critical aspects of security framework to the C2NET platform.",IEEE Xplore,2016 IEEE Sensors Applications Symposium (SAS),377
803,y,Threat modeling at run time: the case for reflective and adaptive threat management (NIER track),https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9462028,D. van Landuyt; L. Pasquale; L. Sion; W. Joosen,10.1109/SEAMS51251.2021.00034,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9462028,20210.0,IEEE Conferences,"Threat modeling is an analysis activity aimed at eliciting viable and realistic security and privacy threats in the design of a software-intensive system. Threat modeling allows for a by-design approach, mitigating problems before they arise and avoiding later costly development efforts. However, it mainly pays off in software construction approaches that rely on planned architectures, in which sources of threats can be anticipated beforehand. These axiomatic assumptions are, however, increasingly untrue in contemporary software development practices in which software systems evolve drastically in later stages. In addition, software-intensive systems are increasingly faced with uncertainty in their operational contexts, and these are nearly impossible to enumerate in early development stages. In this article, we first present the idea of reflective threat modeling, which involves the automated derivation of architectural system models from run-time and operational system artifacts, providing the threat modeler with an accurate and workable run-time inspection view of the system. We then outline and motivate the potential of adopting threat analysis models as a basis for holistic and adaptive threat management through integration of adaptive security and privacy technologies. This will enable systems to autonomously respond to emerging threats by dynamically activating dedicated controls or via run-time reconfiguration.",IEEE Xplore,2021 International Symposium on Software Engineering for Adaptive and Self-Managing Systems (SEAMS),378
804,y,Unbounded and Efficient Revocable Attribute-Based Encryption With Adaptive Security for Cloud-Assisted Internet of Things,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9471810,H. Xiong; X. Huang; M. Yang; L. Wang; S. Yu,10.1109/JIOT.2021.3094323,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9471810,20220.0,IEEE Journals,"Existing attribute-based encryption (ABE) schemes with revocation to secure the cloud-assisted Internet of Things (IoTs) raise challenges, such as eliminating the need for predefined public parameters in system initialization, performing the encryption and decryption operations efficiently, and achieving adaptive security under standard security assumption. In this article, we address these challenges by proposing an unbounded and efficient revocable ABE scheme with adaptive security for cloud-assisted IoTs. Distinct from the previous approaches in this field, our scheme not only efficiently realizes access control over encrypted data in a fine-grained and revocable way but also is proved to be adaptively secure under standard decision linear assumption. Meanwhile, the parameters do not need to be predefined in the system initialization and thus, our scheme satisfies the unbounded property. Moreover, the monotonic span program (MSP) is elegantly utilized as the access structure to reduce the number of bilinear pairing and exponentiation operations for encryption and decryption. Theoretical performance analysis and experiment evaluation disclose that our proposed scheme owns outstanding feasibility, efficiency, and effectiveness.",IEEE Xplore,IEEE Internet of Things Journal,379
805,y,Adaptive Protection of Distribution Systems with DERs Considering Consumer and Generation Profiles,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8849144,C. A. D. Wahyudi; N. Hariyanto; R. Ganjavi,10.1109/SEST.2019.8849144,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8849144,20190.0,IEEE Conferences,"Distributed Energy Resources (DER) penetration has a significant impact on the distribution protection system. Current flow during short-circuit and load flow depend on DERs' operating state, generated power, and short-circuits contribution as well as consumer loads. The more DER integration leads to more challenge to maintaining DER, feeder, and substation protections sensitive, selective, with fast response, and optimum reliability. The IEEE 34 Node Test Feeder used and extended by addition of photovoltaic, wind, and energy storage DERs. Consumer loads and DER's generation were extended from static values to typical load and generation profiles, which examined daily, weekly, and seasonal patterns. Protection device settings were calculated selectively in the absence of DERs. Using the method of Protection Security Assessment (PSA), automatically evaluate the correct operation of protection devices in case of different fault scenarios. Three-phase and single-phase metallic faults are applied to validate protection system security. The PSA reassessed DER contribution and influence on protection selectivity. Adaptive rules should fix identified miss-coordinations by modifying protection settings or feeder automation logic. This paper applied adaptive rules to improve protection settings. The PSA method and adaptive rules assumed for implementation in an Advanced Distribution Management System (ADMS).",IEEE Xplore,2019 International Conference on Smart Energy Systems and Technologies (SEST),380
808,y,Dynamically evolvable distributed systems,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1045141,R. Pandey; S. Malabarba; T. Stapko; B. Hashii,10.1109/CMPSAC.2002.1045141,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1045141,20020.0,IEEE Conferences,"Dynamic evolution allows designers to move logic from interpreted data structures into directly executed code. This provides the efficiency of code-driven security enforcement without sacrificing flexibility. The Evolvable Systems Project (ESP) at University of California, is developing techniques for safely and securely evolve distributed Java applications at runtime. We briefly describe the design and implementation of a type-safe model for dynamically modifying Java programs on a single host. We then describe how this model can be applied for building an adaptive security infrastructure. An extension of the single host model to a distributed environment is considered. Finally, we conclude with a brief outline of the project and the future work.",IEEE Xplore,Proceedings 26th Annual International Computer Software and Applications,381
809,y,An integrated package for real-time security enhancement,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=38969,T. J. Bertram; K. D. Demaree; L. C. Dangelmaier,10.1109/PICA.1989.38969,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=38969,19890.0,IEEE Conferences,"The authors describe a set of algorithms for security-constrained optimal power flow (SCOPF) and their configuration in an integrated package for real-time security enhancement. Emphasis is on the SCOPF algorithms and the insights gained from their implementation. As input, the package requires network security and optimization models (built offline) and a network state solution. The output of a single execution, presented to the control center operator, consists of the static security assessment and five different strategies for security enhancement. Each strategy is the solution of a different SCOPF problem, each having a different mix of base case corrective, precontingent preventive and postcontingent corrective action. The SCOPF solutions incorporate base case and contingent state load flow solutions, network switching, staged constraint and control activation, and linear program solutions. The linear program optimizes the convex subproblem and includes a representation of multiple postcontingent networks simultaneously constraining the current operating state.<>",IEEE Xplore,Conference Papers Power Industry Computer Application Conference,382
810,y,MojSim: Computer Application for the Assessment of Anti-Jamming Capabilities of Wireless Systems,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8769491,A. Albishi; L. Almoajil; M. Alkanhal; N. Alkahtani; N. Jaafar; F. Alawwad,10.1109/CAIS.2019.8769491,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8769491,20190.0,IEEE Conferences,"In this paper, a computer application is proposed for evaluating communication security performance under jamming conditions in order to choose appropriate setups for the desired waveform. In addition, the effect of a follower jammer on frequency hopping link is modeled and simulated. The computer application determines safe and dangerous routes between two radios: transmitter and receiver in presence of a follower jammer. The application calculates link budget equations and colors the route depends on predefined specifications which are specified by the user. Initially user chooses waveform type and locates three main nodes' coordinates: transmitter, receiver, and jammer on an interactive map with their specifications such as operating mode, transmitted power, and hopping range. Also, locates sub points between transmitter and receiver which represent radio movements. These points form the route between transmitter and receiver radios.",IEEE Xplore,2019 2nd International Conference on Computer Applications & Information Security (ICCAIS),383
811,y,Cooperative red teaming of a prototype surivable service-oriented system,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6415771,P. Pal; M. Atighetchi; A. Gronosky; J. Loyall; C. Payne; A. Sinclair; B. Froberg; R. Grant,10.1109/MILCOM.2012.6415771,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6415771,20120.0,IEEE Conferences,"An increasing number of military systems are being developed using service orientation. Some of the features that make service orientation appealing, like loose coupling, dynamism and composition-oriented system construction, make securing service-based systems more complicated. We have been developing technologies for Advanced Protected Services (APS) to improve the resilience and survival of services under cyber attack. These technologies introduce a layer to absorb, contain, and adapt to cyber attacks before attacks reach critical services. This paper describes an evaluation of these advanced protection technologies using cooperative red teaming. In cooperative red teaming, an independent red team launches attacks on a protected enclave in order to evaluate the efficacy and efficiency of the protection technologies, but the red team is provided full knowledge of the system under test and its protections, and is given escalating levels of access to the system. The red team also operates within agreed upon rules of engagement designed to focus their effort on useful evaluation results. Apart from presenting the evaluation results, we also discuss cooperative red teaming as an effective means of evaluating cyber security.",IEEE Xplore,MILCOM 2012 - 2012 IEEE Military Communications Conference,384
813,y,Dynamic adaptive learning mobile agents for multi-modal input collaboration in home environment,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1359396,D. -H. Kim; V. C. Joseph; J. -Y. Kwak; L. E. Ryung,10.1109/ICCS.2004.1359396,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1359396,20040.0,IEEE Conferences,Home server is developed to play the pivotal role of managing all home devices and multimedia content services through home networks. The possibility of a single user input device and single security agent to serve all the needs of the home is conventional to cope with the new technology revolution. The home server has to be enhanced to facilitate multi-modal inputs with multiple integrated user agents working together to facilitate all users at home. Processing of multiple input agents for dynamic context-aware output facilitates the system to learn adaptively using a probabilistic inference mechanism. We devise a hybrid collaboration architecture using fuzzy and neural agents to enhance our system operation to the trends of next generation home user requirements. Security in such a dynamic infrastructure is challenging. We devise mobile agents at each interface input device to manage multiple users using the mobile agent digital signatures to dynamically adapt to the context. The mobile agents are defined to operate the tasks on any mobile or stationary home device and collect the information needed for the home server. The system adapts to the dynamically changing user requirements and security context and produces the output based on the user's context,IEEE Xplore,"The Ninth International Conference onCommunications Systems, 2004. ICCS 2004.",385
814,y,The method of selecting the operation modes of the multifunctional HF radio,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10019708,I. Korobiichuk; V. Bovsunovskyi; S. Dupelich; V. Korinenko; O. Samoniyk,10.1109/IS57118.2022.10019708,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10019708,20220.0,IEEE Conferences,"The article proposes the method for determining the operation modes of the multifunctional radio using the theory of fuzzy logic. The method takes into account the requirements for customers of various categories of importance. The method implements two ways of evaluating the effectiveness of each of the available operating modes of the radio. In the first case, the timely, credibility and security of information transmission on the specified radio route is evaluated. In the second case, the system supports decision-making based on the expert assessment is used. The method would be used for the development of an automated system decided to determine the operation modes of a multifunctional radio.",IEEE Xplore,2022 IEEE 11th International Conference on Intelligent Systems (IS),386
816,y,Reliability Modeling and Assessment of Cyber Space in Cyber-Physical Power Systems,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9044394,R. He; H. Xie; J. Deng; T. Feng; L. L. Lai; M. Shahidehpour,10.1109/TSG.2020.2982566,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9044394,20200.0,IEEE Journals,"The information technology in a cyber-physical power system plays a significant role in quickly regulating the energy flow that can cope with the complexity of power system operation and control. The energy processing capability of power systems depends heavily on the reliability of information systems. The reliability model of cyber space includes not only the binary-state operation-failure representation of physical devices, but also the multi-state representation of information flow in corresponding networks. This paper proposes a reliability modeling and assessment method for the power information system (i.e., cyber space in power system). The proposed composite Markov model would couple physical characteristics and information flow performances in a two-layer model. The proposed reliability methods combine the sequential Monte-Carlo simulation with the linear programming model to acquire maximum flows that would supply power demands. The proposed methodology is applied to the reliability analyses of the power information system in the IEEE 14-bus system in which the performances of the proposed indices are evaluated.",IEEE Xplore,IEEE Transactions on Smart Grid,387
817,y,A moving target environment for computer configurations using Genetic Algorithms,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6111663,M. Crouse; E. W. Fulp,10.1109/SafeConfig.2011.6111663,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6111663,20110.0,IEEE Conferences,"Moving Target (MT) environments for computer systems provide security through diversity by changing various system properties that are explicitly defined in the computer configuration. Temporal diversity can be achieved by making periodic configuration changes; however in an infrastructure of multiple similarly purposed computers diversity must also be spatial, ensuring multiple computers do not simultaneously share the same configuration and potential vulnerabilities. Given the number of possible changes and their potential interdependencies discovering computer configurations that are secure, functional, and diverse is challenging. This paper describes how a Genetic Algorithm (GA) can be employed to find temporally and spatially diverse secure computer configurations. In the proposed approach a computer configuration is modeled as a chromosome, where an individual configuration setting is a trait or allele. The GA operates by combining multiple chromosomes (configurations) which are tested for feasibility and ranked based on performance which will be measured as resistance to attack. Successive iterations of the GA yield configurations that are often more secure and diverse due to the crossover and mutation processes. Simulations results will demonstrate this approach can provide at MT environment for a large infrastructure of similarly purposed computers by discovering temporally and spatially diverse secure configurations.",IEEE Xplore,2011 4th Symposium on Configuration Analytics and Automation (SAFECONFIG),388
818,y,Mitigating Stealthy False Data Injection Attacks Against State Estimation in Smart Grid,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8433215,J. Fan; Y. Khazbak; J. Tian; T. Liu; G. Cao,10.1109/CNS.2018.8433215,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8433215,20180.0,IEEE Conferences,"With the enhanced capabilities of the SCADA system, the power system can monitor its operating states in real-time. On the other hand, it also makes the power system more vulnerable to various kinds of attacks. One attack that has serious consequences is the False Data Injection (FDI) attack against the state estimation process. Although some techniques have been proposed to select meters to protect, none of them considers the cost of protecting meters, and thus will not perform well when only a limited number of meters can be protected due to budget limitation. In this paper, we consider a new problem: Given a limited budget, how to select the most critical meters to protect so that the probability of attackers launching successful stealthy FDI attack is minimized? We first formalize this problem which is NP-complete, and then propose heuristic based solutions. The idea is to rank and select meters based on a metric called vulnerability index, which considers two factors: how likely the meter will be targeted by the attacker to launch FDI attacks and how much damage will be caused by compromising the meter in case of a successful stealthy FDI attack. Evaluation results show that our algorithm can significantly reduce the probability of successful attacks, as well as the potential damage caused by FDI attacks.",IEEE Xplore,2018 IEEE Conference on Communications and Network Security (CNS),389
819,y,Towards an intelligent adaptive security framework for preventing and detecting credit card fraud,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10017814,A. Cherif; S. Alshehri; M. Kalkatawi; A. Imine,10.1109/AICCSA56895.2022.10017814,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10017814,20220.0,IEEE Conferences,"As fraud and cybercrime become more frequent and sophisticated, preventing users from being exposed to risk is a significant challenge for the scientific community. Current banking systems use One Time Password (OTP) sent to the mobile phone to prevent user impersonation attacks. However, it could be compromised by man-in-the-middle attacks. It also presents usability and unavailability problems if the SMS service is inaccessible, especially when traveling or in case of a damaged or stolen phone. Using Machine Learning (ML) techniques to detect and prevent fraudulent actions allows financial organizations to stay one step ahead of fraudsters, whose scale and sophistication continue to grow. Specifically, ML systems can be used to identify additional authentication factors to make the system more robust against attacks. To prevent identity theft attacks and minimize fraudulent transactions, we propose in this work a comprehensive design that combines adaptive multi-factor authentication and adaptive fraud detection for banking systems based on the use of ML technology.",IEEE Xplore,2022 IEEE/ACS 19th International Conference on Computer Systems and Applications (AICCSA),390
823,y,Secure Communication Based on Fountain Code and Channel Feedback,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8927854,D. Huang; L. Sun,10.1109/WCSP.2019.8927854,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8927854,20190.0,IEEE Conferences,"This paper proposes an adaptive security transmission scheme based on fountain code and channel feedback. The fountain code has such a characteristic that as long as the legitimate user correctly collects sufficient fountain packets before the malicious user does, information leakage can be voided and secure communication can be realized. Inspired by this insight, we develop a fountain coding mechanism which dynamically adjusts the fountain code construction via the feedback channel. Moreover, transmit power control is employed to enhance the rate of packet reception of the legitimate receiver. We analyse the performance of our scheme in terms of intercept probability and QoS violating probability. Numerical simulations verify our theoretical analysis results, and demonstrate that the proposed scheme enhances the system secrecy and reduces the decoding delay compared with the other previous schemes.",IEEE Xplore,2019 11th International Conference on Wireless Communications and Signal Processing (WCSP),391
824,y,Intel case study: Software on demand,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4599691,G. Rueda; C. Spence,10.1109/PICMET.2008.4599691,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4599691,20080.0,IEEE Conferences,"This paper presents the application of the software as a service (SaaS) approach of software streaming. Streaming refers to downloading software to client hardware platforms for temporary local execution. OS and application software is managed from a centralized server and provided only on-demand. Users obtain a clean, consistent, current build each time they log in, removing the nuisance of security patching and rebooting for environmental changes. Local execution and caching preserves user experience comparable to traditionally installed applications. To explore feasibility, Intel conducted a proof-of-concept (POC) to evaluate streaming in its call center and manufacturing environments on multi-user systems. The four-part study included performance, usability, IT operations and total cost of ownership (TCO). The proof-of-concept was successful in identifying streaming as a feasible technology with good performance and positive TCO in the tested scenarios. The biggest benefits were related to locking down the client and thus eliminating service calls related to configuration changes, software installation and viruses. The major challenges encountered were around the high learning curve and the software maturity related to packing applications for streaming. Based on the strong positive outcome of the POC, Intel has added streaming to its IT roadmaps.",IEEE Xplore,PICMET '08 - 2008 Portland International Conference on Management of Engineering & Technology,392
825,y,Real-time thevenin impedance computation,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6497824,S. Sommer; H. Jóhannsson,10.1109/ISGT.2013.6497824,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6497824,20130.0,IEEE Conferences,"Stable and secure operation of power systems becomes increasingly difficult when a large share of the power production is based on distributed and non-controllable renewable energy sources. Real-time stability assessment is dependent on very fast computation of different properties of the grid operating state, and strict time constraints are difficult to adhere to as the complexity of the grid increases. Several suggested approaches for real-time stability assessment require Thevenin impedances to be determined for the observed system conditions. By combining matrix factorization, graph reduction, and parallelization, an algorithm for computing Thevenin impedances an order of magnitude faster than previous approaches is developed. The factor-and-solve algorithm is tested with data from several power grids of varying complexity, and experiments show how the algorithm allows real-time stability assessment of complex power grids at millisecond time scale.",IEEE Xplore,2013 IEEE PES Innovative Smart Grid Technologies Conference (ISGT),393
831,y,Analysis and Research on Security Protection and Control of Intelligent Substation Based on Visualization Technology,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9017115,X. Wang; Y. Gao; Y. Tao; H. Zheng,10.1109/ICICTA49267.2019.00131,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9017115,20190.0,IEEE Conferences,"Under the impetus of science and technology, the construction of smart grid has become an important development goal of China's power industry. Substation is an important part of power grid. Strengthening research on relay safety protection and control of intelligent substation is conducive to improving the quality of power transmission and distribution. Power users provide safe and efficient power services. The intelligent substation has changed the operation mode of the traditional substation and put forward higher requirements for the relay safety protection device. This paper briefly summarizes the concept of intelligent substation and visualization technology, analyzes the status quo and problems of relay safety protection in intelligent substation, and discusses the function and analysis scheme of relay safety protection and control system based on visualization technology. The visualization technology is applied to the relay safety protection and control system of the intelligent substation. Through continuous technical improvement, the intelligent substation relay protection system realizes the fault visualization, which can realize the visual analysis of the fault and effectively improve the operating state of the power equipment, thereby improving The ability of relay safety devices to protect the entire power system.",IEEE Xplore,2019 12th International Conference on Intelligent Computation Technology and Automation (ICICTA),394
