"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Digital low-impedance bus differential protection with reduced requirements for CTs","B. Kasztenny; G. Brunello; L. Sevov","GE Power Management, Markham, ONT, Canada; GE Power Management, Markham, ONT, Canada; GE Power Management, Markham, ONT, Canada","2001 IEEE/PES Transmission and Distribution Conference and Exposition. Developing New Perspectives (Cat. No.01CH37294)","6 Aug 2002","2001","2","","703","708 vol.2","The paper presents a new algorithm, its implementation, and results of extensive testing, for a microprocessor-based low-impedance busbar relay. For increased security, the presented technique combines percent differential and current directional protection principles. The directional (phase comparison) principle does not require a voltage signal as it responds to relative directions of the currents. For fast operation, the outlined approach uses an adaptive trip logic that shifts between the 2-of-of-2 operating mode and the differential principle alone depending on a detection of CT saturation. The saturation detector responds to a differential-restraint current trajectory and is capable of detecting saturation occurring as fast as approximately 2 msec into a fault. The presented solution is implemented as a centralized type microprocessor-based relay with a sub-cycle tripping time and exceptional immunity to CT saturation.","","0-7803-7285-9","10.1109/TDC.2001.971325","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=971325","","Protection;Fault currents;Circuit faults;Fault detection;Testing;Digital relays;Protective relaying;Security;Voltage;Logic","busbars;relay protection;power system protection;electric impedance;current transformers;microcomputer applications;power engineering computing","digital low-impedance bus differential protection;reduced requirements;testing;microprocessor-based low-impedance busbar relay;security;current directional protection;differential directional protection;directional principle;phase comparison principle;fast operation;adaptive trip logic;2-of-of-2 operating mode;differential-restraint current trajectory;centralized type microprocessor-based relay;sub-cycle tripping time;current transformer saturation immunity","","7","","7","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"A new algorithm for digital low-impedance protection of busbars","B. Kasztenny; K. Kuras","GE Power Management, Markham, ONT, Canada; GE Power Management, Delta, BC, Canada","2001 Power Engineering Society Summer Meeting. Conference Proceedings (Cat. No.01CH37262)","6 Aug 2002","2001","1","","97","102 vol.1","The paper presents a new algorithm, its implementation, and results of extensive testing, for a microprocessor-based low-impedance busbar relay. For increased security, the presented technique combines percent differential and current directional protection principles. The directional (phase comparison) principle does not require a voltage signal as it responds to relative directions of the currents. For fast operation, the outlined approach uses an adaptive trip logic that shifts between the 2-out-of-2 operating mode and the differential principle alone depending on a detection of CT saturation. The saturation detector responds to a differential-restraint current trajectory and is capable of detecting saturation occurring as fast as approximately 2 msec into a fault. The presented solution is implemented as a centralized type microprocessor-based relay with a sub-cycle tripping time and exceptional immunity to CT saturation.","","0-7803-7173-9","10.1109/PESS.2001.969992","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=969992","","Protection;Fault currents;Circuit faults;Fault detection;Testing;Digital relays;Protective relaying;Security;Voltage;Logic","busbars;power system protection;relay protection;microcomputer applications;current transformers;power engineering computing","digital low-impedance protection;microprocessor-based low-impedance busbar relay;security;current directional protection;differential protection;phase comparison principle;voltage signal;adaptive trip logic;2-out-of-2 operating mode;current transformer saturation immunity;directional principle;busbars protection;saturation detector;differential-restraint current trajectory;fault;microprocessor-based relay;sub-cycle tripping time","","5","","7","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"Performance evaluation of indices for transient stability","U. Kerin; M. Bojan; G. Bizjak","Faculty of Electrical Engineering, University of Ljubljana, Ljubljana, Slovenia; Faculty of Electrical Engineering, University of Ljubljana, Ljubljana, Slovenia; Faculty of Electrical Engineering, University of Ljubljana, Ljubljana, Slovenia","2009 IEEE Bucharest PowerTech","9 Oct 2009","2009","","","1","6","In this paper the established performance indices for screening and ranking of power system contingencies are applied. The indices capture the change in the system state variables and deliver the degree to which it is provoked under different operating states. The indices refer to the generator coherency, transient energy conversion, dot products derived from the classical concept of the transient energy function, and generator angular deviation. The indices are calculated using the time domain simulation and a power system model.","","978-1-4244-2234-0","10.1109/PTC.2009.5281951","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5281951","screening;ranking;stability indices;transient stability","Power system transients;Power system stability;Power system simulation;Power system dynamics;Power system security;Energy conversion;Electrical engineering;Power system modeling;Voltage;Frequency","electric generators;power system simulation;power system transient stability;time-domain analysis","indices performance evaluation;transient stability;power system contingencies;system state variables;generator coherency;transient energy conversion;transient energy function;generator angular deviation;time domain simulation;power system model","","4","","8","IEEE","9 Oct 2009","","","IEEE","IEEE Conferences"
"Towards a Novel Framework for Reinforcing Cybersecurity using Digital Twins in IoT-based Healthcare Applications","S. Pirbhulal; H. Abie; A. Shukla","Norwegian Computing Center, P.O. Box 114, Blindern, Oslo, Norway; Norwegian Computing Center, P.O. Box 114, Blindern, Oslo, Norway; Department of Information Security and Communication Technology, Norwegian University of Science and Technology, Gjøvik, Norway","2022 IEEE 95th Vehicular Technology Conference: (VTC2022-Spring)","25 Aug 2022","2022","","","1","5","In recent years, the cybersecurity attacks on the internet of things (IoT)-based healthcare systems became the major concern for researchers and health organizations. With time, the sophistication of these attacks is increasing. Therefore, healthcare service providers must implement efficient security mechanisms carefully while taking the advantages of connected devices without compromising the patient safety and disturbing the real-time health services. A digital twin (DT) is a virtual representation of a real-time counterpart of a physical world. DT offers significant advantages to cybersecurity experts, empowering them to predict risks without entering the physical world, and to simulate and test cyber-attacks that would otherwise be infeasible to do in real-time in the physical environment. DT in healthcare helps to identify security vulnerabilities, conduct attack simulations, and potential security breaches by creating a virtual replica of the targeted healthcare systems. In this paper, a novel and automated conceptual framework is developed for reinforcing the cybersecurity in IoT-based healthcare using DT technology. It includes the conceptualization and analysis of the proposed framework which can provide dynamic and adaptive security solution to identify real-time threats and vulnerabilities in IoTbased healthcare applications.","2577-2465","978-1-6654-8243-1","10.1109/VTC2022-Spring54318.2022.9860581","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9860581","cybersecurity;digital twins;IoT;healthcare","Vehicular and wireless technologies;Medical services;Organizations;Real-time systems;Digital twins;Safety;Internet of Things","computer crime;computer simulation;health care;Internet of Things;medical computing;medical information systems","real-time threats;digital twins;IoT-based health care applications;cybersecurity attacks;Internet of Things;health organizations;connected devices;patient safety;real-time health services;virtual representation;physical environment;security vulnerabilities;attack simulations;security breaches;virtual replica;DT technology;dynamic security solution;adaptive security solution;health care service providers;health care systems","","","","15","IEEE","25 Aug 2022","","","IEEE","IEEE Conferences"
"CyberX: A biologically-inspired platform for cyber trust management","M. Azab; M. Eltoweissy","Bradley Department of Electrical and Computer Engineering, Virginia Tech, USA; Egypt-Japan University of Science and Technology, Egypt","8th International Conference on Collaborative Computing: Networking, Applications and Worksharing (CollaborateCom)","7 Feb 2013","2012","","","655","663","Today numerous infrastructure assets remain alarmingly susceptible to advanced, targeted cyber attacks. There is a need to construct trustworthy high-quality protection and defense solutions capable of securing such valuable assets. In our work, we realize such cyber trust through trace-resistant moving-target defense, resilience against failures and attacks, and autonomous trustworthy cooperative defense. Achieving these goals would require software development, management, and operation platforms that support elasticity, diversity, awareness, cooperation, and intelligence. In this paper, we propose CyberX, a situation-aware trustworthy management platform. CyberX utilizes our Cell Oriented Architecture (COA) capability that separates the main design concerns: data, logic and physical resources to employ runtime diversity via hot shuffling of similar-function different-quality-objective code variants. CyberX employs such diversity to modify the application implicit behavior at runtime utilizing autonomous execution elasticity and adaptability. Further, CyberX enhances application resilience against failures and attacks via multi-mode recovery and real-time, context- and situation-aware adjustment of shuffling and recovery policies. Using analysis and simulation, results show that CyberX-managed COA-based software systems can efficiently adapt to maintain the desired performance and resilience objectives even in hazardous, unstable environments at a reasonable overhead.","","978-1-4673-2740-4","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6450965","software management platform;system diversity;moving target defense;biologically-inspired software architecture;resilience;hot shuffling","Cryptography;Biological system modeling;Adaptation models;Resilience;Runtime;Reliability","security of data;software engineering;trusted computing","biologically-inspired platform;cyber trust management;infrastructure assets;cyber attacks;trace-resistant moving target defense;autonomous trustworthy cooperative defense;software development;situation-aware trustworthy management platform;cell oriented architecture;hot shuffling;different-quality-objective code variants;application resilience;CyberX-managed COA-based software systems","","","2","14","","7 Feb 2013","","","IEEE","IEEE Conferences"
"Operational state diagnosis algorithm of the oil-immersed transformer based on fuzzy synthetic evaluation model","Z. Ma; S. Dang; A. Gholamzadeh; J. Ridge","School of Electrical Engineering, Zhengzhou University, Zhengzhou, P.R. China; University of Manchester, Manchester, UK; University of Manchester, Manchester, UK; University of Manchester, Manchester, UK","2014 16th International Conference on Harmonics and Quality of Power (ICHQP)","26 Jun 2014","2014","","","848","851","The transformer is a pivotal device in substations, and its operational state is highly correlated to the security and reliability of a power system. Especially with the development of smart grid, the faults in transformers would have a severe negative impact, not only on the local power network, but also on the holistic power system and power grid. In this paper, we predominantly investigate the operating state diagnosis model of the oil-immersed transformer. Specifically, the common faults and their corresponding characteristics have been concluded. By the characterization of each fault, we can use the fuzzy synthetic evaluation model to diagnose whether a fault occurs and estimate its severity level as well as damage.","2164-0610","978-1-4673-6487-4","10.1109/ICHQP.2014.6842875","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6842875","Fuzzy Synthetic Evaluation Model;Oil-immersed Transformer;State Diagnosis","Oil insulation;Transmission line matrix methods;Mathematical model;Power transformer insulation;Fault currents;Power system stability","fault diagnosis;fuzzy systems;power system reliability;power system security;power transformer testing;smart power grids;transformer oil","operational state diagnosis algorithm;fault diagnosis;oil-immersed transformer;fuzzy synthetic evaluation model;substations;power system reliability;power system security;smart grid","","10","","12","IEEE","26 Jun 2014","","","IEEE","IEEE Conferences"
"Analysis of Components' Reliability Modeling Based On Real-time Operating Conditions","J. He; L. Cheng; Y. Sun","State Key Laboratory of Power Systems, Electrical Engineering Department, Tsinghua University, Beijing, China; State Key Laboratory of Power Systems, Electrical Engineering Department, Tsinghua University, Beijing, China; State Key Laboratory of Power Systems, Electrical Engineering Department, Tsinghua University, Beijing, China","2006 International Conference on Power System Technology","26 Feb 2007","2006","","","1","5","Power system's reliability in real-time operating states can be evaluated due to the presentation of the concept and algorithm of operational reliability. Components' reliability models based on real-time operating conditions are established in the algorithm of operational reliability. Fault consequences are analyzed with the consideration of operating conditions, such as power generation dispatches, load levels and network configurations. This paper puts forward modeling principles of components' reliability models based on the real-time operating conditions. According to these principles, components' linear models, quadratic models, and hyperbolic models considering real-time operating conditions are established. A simple power system's reliability in different operating conditions is evaluated adopting the above three types of models respectively, and the evaluation results can fully reflect the system's operational reliability.","","1-4244-0110-0","10.1109/ICPST.2006.321713","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4116389","Operational reliability;Real-time operating condition;Reliability model","Power system reliability;Power system modeling;Real time systems;Power system faults;Power system management;Power system planning;Power system security;Reliability theory;Probability;Power generation dispatch","power system faults;power system reliability;power system simulation","power system reliability modeling;real-time operating condition;linear models;quadratic models;hyperbolic models;fault states","","10","","11","IEEE","26 Feb 2007","","","IEEE","IEEE Conferences"
"Hall Effect Gear Tooth Sensors Improvement","Z. Zheng; J. G. Liu; R. J. Zhang","University of Shanghai for Science and Technology, Shanghai, Shanghai, CN; ChenYang Technol. GmbH & Co. KG., ChenYang, Germany; University of Shanghai for Science and Technology, Shanghai, Shanghai, CN","2013 Fourth International Conference on Intelligent Systems Design and Engineering Applications","30 Jun 2014","2013","","","336","340","Leakage protection has been used extensively in the low-voltage distribution network currently, which enhanced the low-voltage distribution network security and reliability of power supply, but because of its widespread and enormous quantity, the leakage protection regulation becomes very difficult to run, so that the traditional leakage protection control regulatory model can not meet the requirements of smart grid construction, poses a potential threat to the safe use of electricity. This paper proposed the establishment of intelligent supervisory system of leakage protection and energized test leakage protection device action characteristic, the data through wireless remote transmission to the data management center, analysis and judge the working status of leakage protection, According to the risk assessment, put forward the maintenance strategy.","","978-1-4799-2792-0","10.1109/ISDEA.2013.480","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6843457","leakage protector;operating state criterion;PDA;GPRS;Back-end management system","Sensors;Hall effect;Gears;Mathematical model;Rotation measurement;Velocity measurement;Wheels","gears;Hall effect transducers;mathematical analysis;sensors;velocity measurement","Hall effect gear tooth sensor measurement;Hall effect GTS;mathematical model;signal phase drift;speed measurement system;optimization;CYGTS104X;Honeywell production","","","","11","IEEE","30 Jun 2014","","","IEEE","IEEE Conferences"
"Towards robust, scalable and secure network storage in Cloud Computing","F. S. Al-Anzi; A. A. Salman; N. K. Jacob; J. Soni","Compute Engineering Department, Kuwait University Kuwait City, Kuwait; Compute Engineering Department, Kuwait University Kuwait City, Kuwait; Compute Engineering Department, Kuwait University Kuwait City, Kuwait; Compute Engineering Department, Kuwait University Kuwait City, Kuwait","2014 Fourth International Conference on Digital Information and Communication Technology and its Applications (DICTAP)","29 May 2014","2014","","","51","55","The term Cloud Computing is not something that appeared overnight, it may come from the time when computer system remotely accessed the applications and services. Cloud computing is Ubiquitous technology and receiving a huge attention in the scientific and industrial community. Cloud computing is ubiquitous, next generation's in-formation technology architecture which offers on-demand access to the network. It is dynamic, virtualized, scalable and pay per use model over internet. In a cloud computing environment, a cloud service provider offers “house of resources” includes applications, data, runtime, middleware, operating system, virtualization, servers, data storage and sharing and networking and tries to take up most of the overhead of client. Cloud computing offers lots of benefits, but the journey of the cloud is not very easy. It has several pitfalls along the road because most of the services are outsourced to third parties with added enough level of risk. Cloud computing is suffering from several issues and one of the most significant is Security, privacy, service availability, confidentiality, integrity, authentication, and compliance. Security is a shared responsibility of both client and service provider and we believe security must be information centric, adaptive, proactive and built in. Cloud computing and its security are emerging study area nowadays. In this paper, we are discussing about data security in cloud at the service provider end and proposing a network storage architecture of data which make sure availability, reliability, scalability and security.","","978-1-4799-3724-0","10.1109/DICTAP.2014.6821656","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6821656","Cloud Computing;Data Storage;RAID;Data security","Cloud computing;Computer architecture;Availability;Distributed databases;Data security;Servers","cloud computing;data integrity;data privacy;security of data;storage management;ubiquitous computing;virtualisation","robust scalable secure network storage;remote application access;remote service access;ubiquitous next generation information technology architecture;on-demand access;pay per use model;Internet;cloud computing environment;cloud service provider;middleware;operating system;virtualization;server;data storage;data sharing;networking;client overhead;service outsourcing;privacy;service availability;confidentiality;integrity;authentication;compliance;information centric security;adaptive security;proactive security;built in security;data security;network storage architecture","","4","","21","IEEE","29 May 2014","","","IEEE","IEEE Conferences"
"Secured remote configuration approach for industrial cyber-physical systems","T. Ulz; T. Pieber; C. Steger; S. Haas; R. Matischek","Technische Universitat Graz, Graz, Steiermark, AT; Institute for Technical Informatics, Graz University of Technology, Graz, Austria; Institute for Technical Informatics, Graz University of Technology, Graz, Austria; Design Center Graz, Infineon Technologies Austria AG, Graz, Austria; Design Center Graz, Infineon Technologies Austria AG, Graz, Austria","2018 IEEE Industrial Cyber-Physical Systems (ICPS)","21 Jun 2018","2018","","","812","817","Facilitating remote updates of configuration parameters for industrial cyber-physical systems (ICPSs) is an emerging requirement due to interconnected production facilities. However, allowing remote configuration changes entail the following security issues. Malicious configuration updates through unprotected configuration interfaces can physically harm the ICPS or the respective process, and even threaten human lives. Also, for configuration interfaces to be remotely accessible, corporate networks need to be configured accordingly to provide access possibilities. Such additional access possibilities might then be used by adversaries when attacking corporate networks and thus, are often seen as a security weakness. If ICPS are not updated, outdated configurations also lead to security weaknesses. To mitigate these issues, we present a secured remote configuration approach for ICPS that protects the configuration interface as well as configuration data. The approach utilizes appropriate security measures and is realized as external configuration update module to allow easy verification of ongoing update processes.","","978-1-5386-6531-2","10.1109/ICPHYS.2018.8390811","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8390811","Industrial Cyber-Physical System;Remote Configuration;Industry 4.0;Security;Hardware Security","Iterative closest point algorithm;Security;Internet;Monitoring;Wireless fidelity;Protocols;Wireless communication","computer network security;intranets","corporate networks;remote updates;industrial cyber-physical systems;secured remote configuration approach","","3","","36","IEEE","21 Jun 2018","","","IEEE","IEEE Conferences"
"Downlink performance evaluation of multi-mode devices in WiMAX and WiFi environment","A. Marzuki; M. D. Baba","Faculty of Electrical Engineering, University Technology MARA, Malaysia; Faculty of Electrical Engineering, University Technology MARA, Malaysia","2011 IEEE Control and System Graduate Research Colloquium","18 Aug 2011","2011","","","150","158","The attention on WiMAX and WiFi technologies are rapidly progressing and now it is common to find them not just in laptops and personal digital assistants (PDAs), but in equipment as mobile phones, parking meters, security cameras and home entertainment equipment. A combination of WiFi and WiMAX deployment, will offer more cost-effective solution than a sole WiMAX or WiFi implementation. Its technology is best meets the demand for personal broadband services. This project is focused on the performance evaluation of WiMAX and WiFi systems. It is conducted using open source simulator called NCTUns 6.0. Several scenarios have been created, to evaluate the coexistence of WiMAX and WiFi technology. The data of the simulation results have been gathered and the performance with the effects of transport layer protocol, send rates, packet sizes, distances, bandwidth and queue length were analyzed. Based on the results obtained, the performance of both WiMAX and WiFi technology are not affected due to distances variation but its performance can be improved by using of other parameter such as packet size, bandwidth and queue length.","","978-1-4577-0339-3","10.1109/ICSGRC.2011.5991848","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5991848","WiMAX;WiFi;performance;throughput;delay;packet loss","IEEE 802.11 Standards;WiMAX;Throughput;Protocols;Mobile communication;Bandwidth","transport protocols;WiMax;wireless LAN","downlink performance evaluation;multimode device;WiMAX;WiFi technology;open source simulator;NCTUns 6.0;transport layer protocol;queue length","","3","","12","IEEE","18 Aug 2011","","","IEEE","IEEE Conferences"
"Web server load management with adaptive SSL and admission control mechanism","R. K. Pateriya","Department of Computer Science & Engineering, Maulana Azad National Institute of Technology, Bhopal, India","2012 7th International Conference on Computer Science & Education (ICCSE)","6 Sep 2012","2012","","","1178","1183","Today internet based e-commerce has become a trend and business necessity. Security of online e-commerce over the Internet is provided through Secure Sockets Layer / Transport Layer Security (SSL/TLS). The SSL/TLS uses public key cryptographic algorithms which are computational intensive due to the modular multiplications. Therefore, SSL/TLS servers often become overloaded while performing public key decryptions when the simultaneous requests increase rapidly. Overload can lead e-commerce applications to considerable revenue losses, response times may grow to unacceptable levels and as a result the server may saturate even crash. So load management of SSL/TLS web server is a critical issue in e-commerce. The proposed work in this paper is to manage load on the server by applying Adaptive SSL policy and session handling mechanism. This policy is self-adaptive security, which offers great potential in providing timely and fine grained security control on server, by runtime adaptation of cryptographic algorithm. The implementation results in more efficient system with better throughput and response time.","","978-1-4673-0242-5","10.1109/ICCSE.2012.6295274","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6295274","adaptive SSL;self adaptive security;session handling;load management","Cryptography;Protocols;Monitoring;Throughput;Web servers","computer network security;electronic commerce;file servers;Internet;public key cryptography","Web server load management;admission control mechanism;Internet based e-commerce;business necessity;online e-commerce;secure sockets layer;transport layer security;SSL-TLS servers;public key cryptographic algorithms;modular multiplications;public key decryptions;revenue losses;adaptive SSL policy;session handling mechanism;self-adaptive security;fine grained security control","","2","","13","IEEE","6 Sep 2012","","","IEEE","IEEE Conferences"
"Modbus/DNP3 state-based filtering system","A. Carcano; I. Nai Fovino; M. Masera","Italy; Joint Research Centre, European Commission, Institute for the Protection and Security of the Citizen, Ispra Varese, Italy; Joint Research Centre, European Commission, Institute for the Protection and Security of the Citizen, Ispra Varese, Italy","2010 IEEE International Symposium on Industrial Electronics","15 Nov 2010","2010","","","231","236","The security of SCADA systems is one of the most pressing subjects in industrial systems, especially for those installation actively using the public network in order to provide new features and services. In this paper we present an innovative approach to the design of Filtering Systems based on the state analysis of the system being monitored. The aim is to detect attacks composed of a set of “SCADA” commands that, while licit when considered in isolation on a single-packet basis, can disrupt the correct behavior of the system when executed in particular operating states. The proposed firewall detects these complex attacks thanks to an internal representation of the controlled SCADA system. Furthermore, we detail the design of the architecture of the IDS for systems using the ModBus and DNP3 protocols, and the implementation of a prototype, providing experimental comparative results that confirm the validity of the proposed approach.","2163-5145","978-1-4244-6392-3","10.1109/ISIE.2010.5637577","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5637577","","Protocols;SCADA systems;Power generation;Security;IP networks;Coils;Fires","protocols;SCADA systems;security of data;telecommunication security","DNP3 state-based filtering system;Modbus;SCADA systems;industrial systems;public network;state analysis;single packet basis;DNP3 protocols","","7","","18","IEEE","15 Nov 2010","","","IEEE","IEEE Conferences"
"Adaptive and Dynamic Security in AI-Empowered 6G: From an Energy Efficiency Perspective","S. Shen; C. Yu; K. Zhang; J. Ni; S. Ci","University of Nebraska, Lincoln; University of Nebraska, Lincoln; University of Nebraska, Lincoln; Queen's University; Tsinghua University","IEEE Communications Standards Magazine","18 Oct 2021","2021","5","3","80","88","Emerging AI-empowered services and techniques, such as connected vehicle, intelligent industry, and smart city, are forthcoming with the sixth generation (6G) cellular network to benefit daily life, industry, and society. However, the increasing integration of the 6G network with the physical world leads to a plethora of new scenarios that bring new challenges to 6G, especially from the security and energy aspects. In 5G networks, security solutions across all devices and base stations are configured with universal settings for certain types of attacks. This one-size-fit-all strategy no longer suits 6G security due to the higher diversity in device capabilities, service features, energy conditions, attack vulnerabilities, and other time-varying attributes. Since each scenario may have unique security requirements and energy availability, the selection and configuration of security strategies need to be optimized for 6G networks in an adaptive and dynamic manner. In this article, we explore 6G security from an energy efficiency perspective by balancing the tradeoff between security and energy consumption in various scenarios. Specifically, we first investigate the AI-empowered 6G network architecture with promising applications and visions. Then we identify the challenges for adaptive and dynamic security optimization in 6G from the aspects of heterogeneity, dynamics, and modeling complexity. To balance security-energy trade-off, we propose an optimization framework that provides customized recommendations of security strategy to different user devices and base stations. Finally, open issues are discussed on 6G security from an energy efficiency perspective.","2471-2833","","10.1109/MCOMSTD.101.2000090","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9579394","","6G mobile communication;Industries;Energy consumption;Base stations;Adaptive systems;Energy efficiency;Complexity theory","6G mobile communication;artificial intelligence;cellular radio;computer crime;energy conservation;energy consumption;power aware computing;telecommunication computing;telecommunication security","security requirements;energy availability;energy efficiency;energy consumption;AI-empowered 6G network architecture;adaptive security;dynamic security;base stations;sixth generation cellular network;device capabilities;service features;one-size-fit-all strategy;security-energy trade-off;6G security;AI-empowered services;6G cellular network;5G networks;attack vulnerabilities;time-varying attributes;user devices","","3","","15","IEEE","18 Oct 2021","","","IEEE","IEEE Magazines"
"Adjusting the Requirements to the Allowable Current and Voltage Error in Active Power Systems","P. Ilyushin; A. Kulikov; K. Suslov; A. Sevostyanov","Department of Research on the Relationship between Energy and the Economy Energy Research Institute of the Russian Academy of Sciences, Moscow, Russia; Department of Electroenergetics, power supply and power electronics Nizhny Novgorod State Technical University n.a. R.E. Alekseev, Nizhny Novgorod, Russia; Department of Power Supply and Electrical Engineering, Irkutsk National Research Technical University, Irkutsk, Russia; Department of Electroenergetics, power supply and power electronics Nizhny Novgorod State Technical University n.a. R.E. Alekseev, Nizhny Novgorod, Russia","2021 Ural-Siberian Smart Energy Conference (USSEC)","31 Dec 2021","2021","","","1","6","An active customer-side (electric) power system is one that features integrated distributed generation (DG) facilities and energy storage systems (ESS). This improves customers' energy security as they can reduce the intake of electricity from the power system within certain timeframes. Besides, this approach enables more efficient use of primary and secondary energy resources for better energy efficiency and conservation. An active power system (APS) may have a great variety of diverse operating conditions that effectively prevent any visual recognition and manual control of its operating modes; besides, they require automatic real-time process control. Such circumstances call for adjustments in the requirements to the structure of communication networks, metering and instrumentation systems, power system protections, monitoring and control systems. The algorithms that are used by phasor measurement units (PMU) and PMU-based smart devices (SD) to estimate current and voltage parameters are of fundamental importance. Active power systems are more demanding with respect to electric power quality and measurement accuracy. Calculations herein show the need to lower the allowable margin of voltage and current error in PMUs, as the existing requirements are not consistent with the functioning of active power systems. The paper analyzes how signals are processed digitally when there are short frequency fluctuations in a wide dynamic range, and how distortion factors affect the sine wave of currents and voltages.","","978-1-6654-3316-7","10.1109/USSEC53120.2021.9655728","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9655728","Active power system;distributed generation;phasor measurement unit;smart device;digital signal processing;electric power quality;measurement accuracy","Automatic frequency control;Voltage measurement;Power measurement;Instruments;Process control;Phasor measurement units;Automatic voltage control","distributed power generation;electric current measurement;energy conservation;energy security;energy storage;phasor measurement;power engineering computing;power supply quality;power system control;power system protection;process control;signal processing;voltage measurement","active power system;active customer-side power system;energy storage systems;metering systems;instrumentation systems;power system protections;control systems;electric power quality;ESS;allowable current error;allowable voltage error;integrated distributed generation;energy security;primary energy resources;secondary energy resources;energy efficiency;energy conservation;APS;visual recognition;manual control;automatic real-time process control;communication networks;monitoring systems;phasor measurement units;PMU-based smart devices;current parameters;voltage parameters;sine wave;signal processing","","","","22","IEEE","31 Dec 2021","","","IEEE","IEEE Conferences"
"Detecting and identifying system changes in the cloud via discovery by example","H. Chen; S. S. Duri; V. Bala; N. T. Bila; C. Isci; A. K. Coskun","Department of Electrical and Computer Engineering, Boston University, Boston, MA; IBM T J Watson Research Center, Yorktown Heights, NY; IBM T J Watson Research Center, Yorktown Heights, NY; IBM T J Watson Research Center, Yorktown Heights, NY; IBM T J Watson Research Center, Yorktown Heights, NY; Department of Electrical and Computer Engineering, Boston University, Boston, MA","2014 IEEE International Conference on Big Data (Big Data)","8 Jan 2015","2014","","","90","99","Discovering and identifying system changes caused by events such as software installation and updates, configuration changes, and security patches are important functionalities for change management, security, compliance and problem diagnosis in emerging cloud platforms. Currently, most discovery tools use manually written rules, which require specific knowledge of software and systems. Approaches based on manually written rules are often fragile and require constant maintenance in this era of continuous integration. In this paper, we propose a novel “discovery by example” approach to autonomously search for and identify system changes. Our approach learns characteristic features of system changes automatically, without requiring any explicit rule definitions or specific knowledge of the underlying software or systems. In this approach, given a system change, our method searches a repository that contains previous stored system changes and returns those that are similar to it. We further explore the use of various forms of “fingerprints” to represent system changes efficiently and faithfully in a compact manner. We propose and evaluate two types of fingerprints: the “basename fingerprint” and the “1-D histogram fingerprint”. We show that both fingerprints exhibit different efficiency and accuracy trade-offs, and they can be effectively employed in different use cases. We evaluate the performance of our approach with both techniques and further present an application of it in system real-time streaming monitoring.","","978-1-4799-5666-1","10.1109/BigData.2014.7004217","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7004217","","Software;Histograms;Fingerprint recognition;Feature extraction;Big data;Security;Monitoring","computer centres;software packages","software installation;security patches;cloud platforms;base-name fingerprint;1-D histogram fingerprint","","7","","18","IEEE","8 Jan 2015","","","IEEE","IEEE Conferences"
