id,title,abstract
688,Measuring the vulnerability of bike-sharing system,"As a complex system, the bike-sharing system suffers from system failures, which can increase travel costs and impair user satisfaction. We proposed a concept of the vulnerability of bike-sharing system and a method to measure it. The method depends on the cost changes due to additional travel time induced by the failure of bike docking stations. It can capture the traffic mode transfer in the context of multi-modal traffic system, such as walking, bus, and subway. Moreover, to investigate the impact of network structure on the vulnerability, we developed the centrality measuring methods, and a community detection model for the bike-sharing system. Subsequently, the proposed methods are applied to Citi Bike in New York City, the largest bike-sharing system in the USA. The results show that the most vulnerable bike docking stations are located far from bus and railway stations, with low docking station density in their surrounding areas. We also found that the number of nearby bicycle stations, bus stops, and subway stations have a negative correlation with the vulnerability index. In contrast, the degree centrality and trip betweenness centrality are positively associated with the index. The proposed vulnerability analysis method can help urban planners to evaluate the design of a bike-sharing system and buttress operators to optimize maintenance planning. © 2022"
703,FIRE: A Finely Integrated Risk Evaluation Methodology for Life-Critical Embedded Systems,"Life-critical embedded systems, including medical devices, are becoming increasingly interconnected and interoperable, providing great efficiency to the healthcare ecosystem. These systems incorporate complex software that plays a significantly integrative and critical role. However, this complexity substantially increases the potential for cybersecurity threats, which directly impact patients’ safety and privacy. With software continuing to play a fundamental role in life-critical embedded systems, maintaining its trustworthiness by incorporating fail-safe modes via a multimodal design is essential. Comprehensive and proactive evaluation and management of cybersecurity risks are essential from the very design to deployment and long-term management. In this paper, we present FIRE, a finely integrated risk evaluation methodology for life-critical embedded systems. Security risks are carefully evaluated in a bottom-up approach from operations-to-system modes by adopting and expanding well-established vulnerability scoring schemes for life-critical systems, considering the impact to patient health and data sensitivity. FIRE combines a static risk evaluation with runtime dynamic risk evaluation to establish comprehensive risk management throughout the lifecycle of the life-critical embedded system. We demonstrate the details and effectiveness of our methodology in systematically evaluating risks and conditions for risk mitigation with a smart connected insulin pump case study. Under normal conditions and eight different malware threats, the experimental results demonstrate effective threat mitigation by mode switching with a 0% false-positive mode switching rate. © 2022 by the authors."
708,Specification and adaptive verification of access control policy for cyber-physical-social spaces,"Cyber-Physical-Social Space (CPSS) is a promising paradigm to provide people with an intelligent environment by emphasizing the deep fusion of cyberspace, physical space, and social space. The interdependence of these spaces makes that CPSS is more likely to be attacked. The attack consequences may directly affect the state of the physical world and even endanger the people's life. Thus, the most challenging issue for CPSS is to ensure the space security. However, existing security analysis methods focus on the static analysis at the design phase. They do not consider the open and dynamic characteristics which are the core features of CPSS. In this paper, we propose an adaptive security analysis framework for CPSS to prevent the unauthorized flow of information. Firstly, the access control model of CPSS is proposed. It controls the access behaviors by considering the space information covering the social, cyber, and physical spaces. Secondly, Labelled Transition System (LTS) is established to describe the future evolutions of CPSS. The space states in the LTS which violate the security requirements are reasoned by the model checking technology. Thirdly, a policy adjustment method is proposed to prevent the system from entering the violated states or mitigate the bad results caused by the violations. In the end, the effectiveness of our approach is evaluated by a smart building case, and the necessity of our approach is analyzed by the performance evaluation. © 2021"
717,Attribute-based signatures from lattices: unbounded attributes and semi-adaptive security,"We construct a lattice-based (key-policy) attribute-based signatures (ABS) scheme which supports attributes of unbounded polynomial length (the size of the public parameters is a fixed polynomial in the security parameter and a depth bound, with which one can generate signatures for attributes of arbitrary length). Our scheme does not rely on NIZKs, and we prove that our scheme is semi-adaptively unforgeable in the standard model; that is, the adversary can announce the challenge attribute after seeing the public parameters but before launching any query. Unlike our scheme, previous approaches either construct selectively unforgeable ABS schemes in the standard model that only support attributes of a-priori bounded polynomial length, or construct adaptively unforgeable ABS schemes that support attributes of unbounded polynomial length but relying on NIZKs. We adapt an existing technique developed by Brakerski and Vaikuntanathan for constructing lattice-based semi-adaptively secure (key-policy) attribute-based encryption (ABE) with unbounded attribute length. In particular, we use the adapted technique to generate an unbounded number of matrices out of a-priori bounded public matrices in the construction and program the challenge attribute into the public matrices in our semi-adaptive security proof. Moreover, to achieve adaptive signature query in our semi-adaptive security proof, we employ the traditional partitioning technique developed in identity-based systems to encode the message to be signed. Re-using and adapting lattice-based ABE technique and partitioning technique for lattice-based ABS should not be surprising since the three settings share many features, especially their security proof ideas. © 2022, The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature."
729,Physical Layer Security Based Enabling Technologies for 6G Communications Values,"Novel security primitives built on physical layer parameters gain interest for the design of the wireless 6G networks. Regarding key value indicators (KVI), the requirements for future 6G wireless networks are formulated. We select a subset of these KVIs, including safety, anonymity, scalability, sustainability, reliability, and resilience. First, the KVIs are defined. Next, we identify and review suitable physical layer security techniques, including selected results. They contain a coding theorem for arbitrarily varying wiretap channels with an informed jammer. Results on practical secret key generation are reviewed. Confidential stealth, and covert communications are included as well as certain differential privacy techniques. The zero-outage secrecy rate and ergodic secrecy rate maximization are briefly described, too. Finally, multi-mode fiber transmission, multiple-input multiple-output multiple-eavesdropper wiretap channels, and reconfigurable intelligent surfaces are listed. We argue that these results and physical layer security techniques enable the envisaged KVIs. Finally, open gaps for future research are motivated and discussed.  © 2022 IEEE."
747,Security Challenges in 5G and IoT Networks: A Review,"5G networks are poised to satisfy the anticipated growth in Internet of Technology (IoT) devices and their related systems. The invasion of 5G networks brings along with it an accelerated need for security and privacy. The need for tailor-made security solutions has become the need of the hour to ensure data integrity, confidentiality, and authentication in 5G-based IoT networks. Since IoT initiates sensors and actuators in a totally smart environment, IoT security will involve protecting the total deployment architecture of IoT from internal and external attacks. Integration of cryptographical algorithms and quantum cryptography has been used effectively to secure data in 5G networks. Privacy and identity management has been a mandatory requirement in networks carrying delicate data involved in retail shops, traffic services, and health monitoring systems. Securing data in 5G and IoT networks and detection of trustworthy and rogue nodes, proper monitoring, logging, and broadcasting are the vital necessities of any security system. The exhaustive survey on the security issues in the 5G-IoT scenario, highlights the application of the latest technologies, incorporation of hybrid methodologies in securing them, and also emphasizes on the open issues yet to be addressed and research challenges that are to be explored. © 2022, Springer Nature Switzerland AG."
751,The Application of Beidou and Ultra-Broadband Positioning Technology in the Power Security Protection System,"In the Beidou positioning system, due to the obstruction of obstacles, the indoor is often unable to obtain positioning information. For this case, a scheme based on Beidou indoor and outdoor integration positioning is proposed. First, the algorithms of satellite localization and ultra wide band localization are studied, and a high-precision positioning algorithm compatible with both positioning modes is proposed. Seamless switching algorithm can realize positioning mode switching without affecting positioning accuracy. Based on the research of algorithm model of substation, determine the layout mode and positioning accuracy, and solve the problem of weak signal of indoor positioning. This scheme guarantees the positioning accuracy in the practical application environment, and it provides a theoretical basis for the positioning of people and equipment in the power system. © 2022, Springer Nature Singapore Pte Ltd."
752,Software-Defined Networking Security Challenges and Solutions: A Comprehensive Survey,"Software-Defined Networking (SDN) has revolutionized the networking field by addressing scalability, flexibility, and control mechanism issues, which are present in Traditional Networks. One of the major advantages of SDN over Traditional Networks is centralized control over the network. In Traditional Networks, no separate Control Layer is present, due to which configuration and management of the network become extremely difficult. SDN introduces a separate Control Layer, which makes network management an easy and reliable process. Network management is now flexible and does not require expensive hardware and configuration changes. From this, not only the network administrator but also the network intruder benefits. SDN separates the Control and Data Plane of the Network. Due to the separation of the Control Plane, DoS/DDoS attacks on SDN Controller can cause a Single Point of Failure of the entire network, and hence security becomes vital for SDN. In this paper, the security challenges of all three layers of SDN, and solutions that need to be taken by the network administrator has been discussed. Various key benefits of SDN Security has been discussed in this paper. SDN security remains one of the hot topics in the field of networking, and our main goal remains to review the major security advancements, with their scope and limitations. © 2022 University of Bahrain. All rights reserved."
758,Steady-State Availability Evaluation for Heterogeneous Edge Computing-Enabled WSNs with Malware Infections,"To evaluate the steady-state availability of heterogeneous edge computing-enabled wireless sensor networks (HECWSNs) with malware infections, we first propose a Stackelberg attack-defence game to predict the optimal strategies of malware and intrusion detection systems (IDSs) deployed in heterogeneous sensor nodes (HSNs). Next, we present a new malware infection model-heterogeneous susceptible-threatened-active-recovered-dead (HSTARD) based on epidemic theory. Then, considering the heterogeneity of sink sensor nodes and common sensor nodes and the malware attack correlation, we derive the state transition probability matrix of an HSN based on a semi-Markov process (SMP), as well as the steady-state availability of an HSN. Furthermore, based on a data flow analysis of HSNs, we deduce the steady-state availability of HECWSNs with various topologies, including the star topology, cluster topology, and mesh topology. Finally, numerical analyses illustrate the influence of the IDS parameters on the optimal infection probability of malware and reveal the effect of multiple factors on the steady-state availability of HSNs, including the initial infection rate, the infection change rate, and the malware attack correlation. In addition, we present data analyses of the steady-state availability of HECWSNs with various topologies, including the star topology, cluster topology, and mesh topology, which provide a theoretical basis for the design, deployment, and maintenance of high-availability HECWSNs.  © 2022 Hong Zhang et al."
762,Experimental Demonstration of a Multifunctional All-Optical Quantum State Transfer Machine,"Quantum information protocol with quantum resources shows a great advantage in substantially improving security, fidelity, and capacity of information processing. Various quantum information protocols with diverse functionalities have been proposed and implemented. However, in general, the present quantum information system can only carry out a single information protocol or deal with a single communication task, which limits its practical application in the future. Therefore, it is essential to develop a multifunctional platform compatible with multiple different quantum information protocols. In this Letter, by utilizing an all-optical platform consisting of a gain-tunable parametric amplifier, a beam splitter, and an entanglement source, we experimentally realize the partially disembodied quantum state transfer protocol, which links the all-optical quantum teleportation protocol and the optimal 1→N coherent state cloning protocol. As a result, these three protocols, which have different physical essences and functionalities, are implemented in a single all-optical machine. In particular, we demonstrate that the partially disembodied quantum state transfer protocol can enhance the state transfer fidelity compared with all-optical quantum teleportation under the same strength of entanglement. Our all-optical quantum state transfer machine paves a way to implement the multifunctional quantum information system. © 2021 American Physical Society."
771,ARTINALI++: Multi-dimensional Specification Mining for Complex Cyber-Physical System Security,"Cyber-Physical Systems (CPSes) have been investigated as a key area of research since they are the core of Internet of Things. CPSs integrate computing and communication with control and monitoring of entities in the physical world. Due to the tight coupling of cyber and physical domains, and to the possible catastrophic consequences of the malicious attacks on critical infrastructures, security is one of the key concerns. However, the exponential growth of IoT has led to deployment of CPSes without support for enforcing important security properties. Specification-based Intrusion Detection Systems (IDS) have been shown to be effective for securing these systems. Mining the specifications of CPSes by experts is a cumbersome and error-prone task. Therefore, it is essential to dynamically monitor the CPS to learn its common behaviors and formulate specifications for detecting malicious bugs and security attacks. Existing solutions for specification mining only combine data and events, but not time. However, time is a semantic property in CPS systems, and hence incorporating time in addition to data and events, is essential for obtaining high accuracy. This paper proposes ARTINALI++, which dynamically mines specifications in CPS systems with arbitrary size and complexity. ARTINALI++ captures the security properties by incorporating time as a substantial property of the system, and generate a multi-dimensional model for the general CPS systems. Moreover, it enhances the model through discovering invariants that represent the physical motions and distinct operational modes in complex CPS systems. We build Intrusion Detection Systems based on ARTINALI++ for three CPSes with various levels of complexity including smart meter, smart artificial pancreas and unmanned aerial vehicle, and measure their detection accuracy. We find that the ARTINALI++ significantly reduces the ratio of false positives and false negatives by 23.45% and 73.6% on average, respectively, over other dynamic specification mining tools on the three CPS platforms. © 2021 Elsevier Inc."
783,Multi-state Risk-Based Maintenance Analysis of Redundant Safety Systems Using the Markov Model and Fault Tree Method,"The risk-based maintenance strategy has received special attention in the safe operation of nuclear power plants. Simultaneous quantification of the positive and negative effects of maintenance activities and components degradation effect makes it possible to accurately evaluate the risk criterion for safety systems of nuclear power plants. However, it is difficult to integrate the effects of maintenance and components degradation into the standard reliability approaches. A straightforward approach for considering components degradation and different maintenance policies is to make use of Markov maintenance models. In this article, the effectiveness of maintenance activities (including changes in the surveillance test intervals and alteration in the different maintenance policies) on the components unavailability with considering aging effects is quantified using Markov maintenance models and then by coupling these models and the fault tree method, the risk measure is upgraded from the component level to the system level. The proposed models are applied to evaluate the unavailability of two safety systems of VVER-1000/V446 nuclear power plants as case studies. The results show that the Markov method due to its multi-state nature is effective in the conservative evaluation of risk measures so that the unavailability computed by the coupling process is higher than the original unavailability (calculated by system fault tree using PSA data of nuclear power plants) for all maintenance policies. In addition, this study illustrates that the developed Markov maintenance models could be applied to the large-scale whole plant level and provides a proper transition from the classical PSA methods to new techniques. This approach integrates the effects of maintenance strategies and components degradation. Also, it provides a practical and a more accurate tool to determine the technical specification of a real nuclear power plant from the risk point of view. © Copyright © 2021 Mohammadhasani and Pirouzmand."
796,Reverse Firewalls for Adaptively Secure MPC Without Setup,"We study Multi-party computation (MPC) in the setting of subversion, where the adversary tampers with the machines of honest parties. Our goal is to construct actively secure MPC protocols where parties are corrupted adaptively by an adversary (as in the standard adaptive security setting), and in addition, honest parties’ machines are compromised. The idea of reverse firewalls (RF) was introduced at EUROCRYPT’15 by Mironov and Stephens-Davidowitz as an approach to protecting protocols against corruption of honest parties’ devices. Intuitively, an RF for a party P is an external entity that sits between P and the outside world and whose scope is to sanitize P ’s incoming and outgoing messages in the face of subversion of their computer. Mironov and Stephens-Davidowitz constructed a protocol for passively-secure two-party computation. At CRYPTO’20, Chakraborty, Dziembowski and Nielsen constructed a protocol for secure computation with firewalls that improved on this result, both by extending it to multi-party computation protocol, and considering active security in the presence of static corruptions. In this paper, we initiate the study of RF for MPC in the adaptive setting. We put forward a definition for adaptively secure MPC in the reverse firewall setting, explore relationships among the security notions, and then construct reverse firewalls for MPC in this stronger setting of adaptive security. We also resolve the open question of Chakraborty, Dziembowski and Nielsen by removing the need for a trusted setup in constructing RF for MPC. Towards this end, we construct reverse firewalls for adaptively secure augmented coin tossing and adaptively secure zero-knowledge protocols and obtain a constant round adaptively secure MPC protocol in the reverse firewall setting without setup. Along the way, we propose a new multi-party adaptively secure coin tossing protocol in the plain model, that is of independent interest. © 2021, International Association for Cryptologic Research."
812,"A comprehensive maritime benchmark dataset for detection, tracking and threat recognition","This paper describes a new multimodal maritime dataset recorded using a multispectral suite of sensors, including AIS, GPS, radar, and visible and thermal cameras. The visible and thermal cameras are mounted on the vessel itself and surveillance is performed around the vessel in order to protect it from piracy at sea. The dataset corresponds to a series of acted scenarios which simulate attacks to the vessel by small, fast-moving boats ('skiffs'). The scenarios are inspired by real piracy incidents at sea and present a range of technical challenges to the different stages in an automated surveillance system: object detection, object tracking, and event recognition (in this case, threats towards the vessel). The dataset can thus be employed for training and testing at several stages of a threat detection and classification system. We also present in this paper baseline results that can be used for benchmarking algorithms performing such tasks. This new dataset fills a lack of publicly available datasets for the development and testing of maritime surveillance applications.  © 2021 IEEE."
823,Specification of Quality Indicators for Security Event and Incident Management in the Supply Chain,"The paper proposes an approach to a formalized description of the process of changing the values of quality indicators of decision support for managing security events and incidents in the supply chain. The approach is based on the analysis of the functioning processes of modern quality control systems for information security in supply chain. In addition, it is based on an analysis of decision support processes. We use controlled Markov chains, represented by difference stochastic equations. The considered version of the analytical description of the state change in dynamics allows one to formalize, structure, and mathematically describe the process of this class from a uniform perspective. It is important to note that with this representation of the dynamics of state transitions, the requirements for operativity (timeliness), reliability, secrecy and resource costs for supporting decision-making to control information security in the supply chain are taken into account. © 2021. All Rights Reserved."
830,Natural Interaction with Traffic Control Cameras Through Multimodal Interfaces,"Human-Computer Interfaces have always played a fundamental role in usability and commands’ interpretability of the modern software systems. With the explosion of the Artificial Intelligence concept, such interfaces have begun to fill the gap between the user and the system itself, further evolving in Adaptive User Interfaces (AUI). Meta Interfaces are a further step towards the user, and they aim at supporting the human activities in an ambient interactive space; in such a way, the user can control the surrounding space and interact with it. This work aims at proposing a meta user interface that exploits the Put That There paradigm to enable the user to fast interaction by employing natural language and gestures. The application scenario is a video surveillance control room, in which the speed of actions and reactions is fundamental for urban safety and driver and pedestrian security. The interaction is oriented towards three environments: the first is the control room itself, in which the operator can organize the views of the monitors related to the cameras on site by vocal commands and gestures, as well as conveying the audio on the headset or in the speakers of the room. The second one is related to the control of the video, in order to go back and forth to a particular scene showing specific events, or zoom in/out a particular camera; the third allows the operator to send rescue vehicle in a particular street, in case of need. The gestures data are acquired through a Microsoft Kinect 2 which captures pointing and gestures allowing the user to interact multimodally thus increasing the naturalness of the interaction; the related module maps the movement information to a particular instruction, also supported by vocal commands which enable its execution. Vocal commands are mapped by means of the LUIS (Language Understanding) framework by Microsoft, which helps to yield a fast deploy of the application; furthermore, LUIS guarantees the possibility to extend the dominion related command list so as to constantly improve and update the model. A testbed procedure investigates both the system usability and multimodal recognition performances. Multimodal sentence error rate (intended as the number of incorrectly recognized utterances even for a single item) is around 15%, given by the combination of possible failures both in the ASR and gesture recognition model. However, intent classification performances present, on average across different users, accuracy ranging around 89–92% thus indicating that most of the errors in multimodal sentences lie on the slot filling task. Usability has been evaluated through task completion paradigm (including interaction duration and activity on affordances counts per task), learning curve measurements, a posteriori questionnaires. © 2021, Springer Nature Switzerland AG."
835,Big Data,"Healthcare is perhaps one of the most important therapy fields of the new age. Health policy should use a vast variety of analytical knowledge to collect data and measurements of difficulty. It should be beneficial and able to predict patient well-being by evaluating diet, medical history, and social behavior. Hours is a broad health network. Good lifestyle-recommendations are included. Therefore, informal health networks have become critical collective decision-making structures. Maintaining efficient knowledge distribution, performance, security, and secrecy is a crucial goal. The Health Advisory Framework (HRS) is of great value in achieving results such as the analysis of clinical effects, preventive advantages, therapeutic options, and complementary medications focused on patient knowledge databases, and people are utilizing social networks to uncover their health issues. Present research in this chapter on massive amounts of medical data decreases healthcare expenditures by integrating multimodal data from different outlets. Big data analysis utilizing the Advice Platform plays an essential part, offering a smart HRS strategy that provides visibility into how large data analytics can be used as effective health advising engine and how the healthcare system can be transformed from a traditional to a more personalized model into a tele-health setting. © 2021, The Author(s), under exclusive license to Springer Nature Switzerland AG."
872,Dynamic Security Metrics for Software-Defined Network-based Moving Target Defense,"We propose a suite of dynamic security metrics that timely, dynamically, and adaptively assess the effectiveness of the software-defined network (SDN)-based moving target defense (MTD) techniques. The security metrics are developed to measure the dynamics of a network and a host state's information (e.g., IP address, port, software stacks, vulnerabilities, or network topology) introduced by various types of MTD techniques shuffling them. The key aspect of our proposed metrics is to capture variability that keeps track of changing patterns of the network and the host states upon every MTD triggering event. In this work, we propose the following security metrics capturing the variability based on the changes made by the MTD: (1) Network and host address-based metrics measuring variability of the network and host addresses based on a degree of uncertainty and unpredictability on the assigned IP address to the hosts in a network; (2) Attack path-based metrics measuring variability of attack paths using graphical models estimated based on the network state transitions from one topology to another topology upon triggering a network topology and/or IP shuffling MTD; and (3) Attack stage-based success metrics measuring the chances of discovering a vulnerable target host's information, exploiting the target host's vulnerability, and compromising the target host. Via extensive simulation study, we investigated the key parameters that can significantly affect the MTD performance based on the proposed security metrics. Our simulation results show that the metrics are viable to measure the effectiveness of deploying the MTD techniques. © 2020 Elsevier Ltd"
883,Cyberspace Odyssey: A Competitive Team-Oriented Serious Game in Computer Networking,"Cyberspace odyssey (CSO) is a novel serious game supporting computer networking education by engaging students in a race to successfully perform various cybersecurity tasks in order to collect clues and solve a puzzle in virtual near-Earth three-dimensional space. Each team interacts with the game server through a dedicated client presenting a multimodal interface, using a game controller for navigation and various desktop computer networking tools of the trade for cybersecurity tasks on the game's physical network. Specifically, teams connect to wireless access points, use packet monitors to intercept network traffic, decrypt and reverse engineer that traffic, craft well-formed and meaningful responses, and transmit those responses. Successful completion of these physical network actions to solve a sequence of increasingly complex problems is necessary to progress through the virtual story-driven adventure. Use of the networking tools reinforces networking theory and offers hands-on practical training requisite for today's cyber operators. This article presents the learning outcomes targeted by a classroom intervention based on CSO, the design and implementation of the game, a pedagogical overview of the overall intervention, and four years of quantitative and qualitative data assessing its effectiveness. © 2008-2011 IEEE."
885,Smart-Lab: Design and Implementation of an IoT-based Laboratory Platform,"The omnipresent connectivity and highly distributed intelligence of Internet of Things (IoTs) integrated with Wireless Sensor Networks (WSNs) emerge as the backbone of advanced remote surveillance and control. A reliable Smart-Lab system using IoT technologies is designed to control the entire activities of a research laboratory. Smart-Lab provides a real IT intelligent environment by exploring the interaction of devices under a single roof enabling a better alignment of the research with researchers and end-users. To this end, heterogeneous IoT devices are integrated into a centralized monitoring system with developed Application Programming Interface (API). The designed API conceals the complexities of wireless communication protocols, and provides a well-defined and easy-to-use way to collect data from sensors. To implement the back-end, a Representational State Transfer (REST) approach is used. Results of different test-beds can be, stored in a MySQL database and visualized for users on the web page through the use of JSON. Then, as a proof of concept, a real-time IoT based environmental monitoring system is designed. © 2020 IEEE."
902,Multi-mode collision avoidance closed-loop control system,"Autonomous vehicles are a research area of active interest. Collision avoidance system (CAS) is one of the central concerns to provide security protection for autonomous vehicles. This paper proposes a multi-mode collision avoidance system (mCAS), which combines a trajectory prediction module, a risk assessment module and a motion planning module into the closed-loop system. At each step, the trajectory prediction module predicts the trajectories of the vehicle and surrounding vehicles. The risk assessment model calculates the collision probability and chooses reasonable control mode. Then the motion planning module designs the desired deceleration profile based on it. The car takes the first step of the planned deceleration and repeats this cycle, achieving closed-loop control. The mCAS is tested in a closed-loop simulation setup and the results show that the proposed mCAS is of good effectiveness and feasibility, which can significantly reduce collision probability as well as false alarms. Copyright © 2020 Inderscience Enterprises Ltd."
933,Mitigating information leakage during critical communication using S∗FSM,"Security-centric components and systems, such as System-on-Chip early-boot communication protocols and ultraspecific lightweight devices, require a departure from minimalist design constructs. The need for built-in protection mechanisms, at all levels of design, is paramount to providing cost-effective, efficient, secure systems. In this work, Securely derived Finite State Machines (S∗FSM) and power-aware S∗FSM are proposed and studied. Overall results show that to provide an S∗FSM, the typical FSM requires a 50% increase in the number of states and a 57% increase in the number of product terms needed to define the state transitions. These increases translate to a minimum encoding space increase of 70%, raising the average encoding length from 4.8 bits to 7.9 bits. When factoring in relaxed structural constraints for power and space mitigation, the respective increases of 53 and 67% raise the average number of bits needed to 7.3 and 7.9. Regarding power savings, current minimisation is possible for both FSMs and S∗FSMs through the addition of encoding constraints with average current reductions of 30 and 70%, respectively. Overall, a power-constrained S∗FSM consumes about 5% more power than insecure FSMs with binary encodings, though with a penalty of a 95% increase in layout area. © 2019 The Institution of Engineering and Technology."
942,Proof of concept of a projection-based safety system for human-robot collaborative engine assembly,"In the past years human-robot collaboration has gained interest among industry and production environments. While there is interest towards the topic, there is a lack of industrially relevant cases utilizing novel methods and technologies. The feasibility of the implementation, worker safety and production efficiency are the key questions in the field. The aim of the proposed work is to provide a conceptual safety system for context-dependent, multi-modal communication in human-robot collaborative assembly, which will contribute to safety and efficiency of the collaboration. The approach we propose offers an addition to traditional interfaces like push buttons installed at fixed locations. We demonstrate an approach and corresponding technical implementation of the system with projected safety zones based on the dynamically updated depth map and a graphical user interface (GUI). The proposed interaction is a simplified two-way communication between human and the robot to allow both parties to notify each other, and for the human to coordinate the operations. © 2019 IEEE."
970,"Hyper-spectral communications, networking & ATM: Progress and perspectives","In 2017 we reported on NASA's Aeronautics Research Mission Directorate (ARMD) University Leadership Initiative (ULI) program, and in particular the launching of our Hyper-Spectral Communications and Networking for Air Traffic Management (ATM) (HSCNA) project. The HSCNA project is the only ULI program to address communications and networking. Since that time our HSCNA team has made progress in multiple areas: (i) review of NASA and FAA future Concepts of Operations (ConOps) for the National Airspace System and identification of relevant concepts and technologies for HSCNA; (ii) comprehensive categorization and evaluation of current and planned communications technologies that can be used for aviation, across frequency spectrum spanning five orders of magnitude (e.g., 3 MHz HF through 100 GHz), including evaluation of performance gaps; (iii) development of a framework for design of adaptive multi-band and multi-mode aviation communication waveforms and multiple access schemes, with two novel waveforms created thus far; (iv) investigations of new millimeter wave (mmWave) aviation link deployments, including channel modeling at airports in multiple mmWave bands and accompanying mmWave communication link designs; and, (v) evaluation of RF detection of unauthorized UAS. In this paper we review our ULI project, and describe example results for each of our tasks. This includes results from analyses, computer simulations, and experiments in several of the task areas. Future work is also described, and the conference presentation will incorporate newest results. © 2018 IEEE."
976,An attribute-based anonymous broadcast encryption scheme with adaptive security in the standard model,"In broadcast encryption schemes, a distribution center broadcasts an encrypted message to a subset chosen from a universe of receivers, and only the intended users are able to decrypt the message. Most broadcast encryption schemes do not provide anonymity, and the identities of target receivers are sent in plaintext. However, in several applications, the authorized users' identities have the same sensitivity as the broadcasted messages. Yu, Ren, and Lou (YRL) [Yu, S., Ren, K., and Lou, W. ""Attribute-based on-demand multicast group setup with membership anonymity"", Computer Networks, 54(3), pp. 377- 386 (2010).] considered this issue and introduced an efficient anonymous attribute-based broadcast encryption scheme. This paper first proposed an attack on the YRL scheme, and showed that the unauthorized receivers could also decrypt the broadcasted message. Next, we proposed the Improved-YRL scheme and proved that it achieved anonymity and semantic security under adaptive corruptions in the chosen ciphertext setting. The proof is provided by the dual system encryption technique and is based on three complexity assumptions in composite order bilinear maps. The Improved-YRL scheme is a step forward in solving the long-standing problem of secure and low overhead anonymous broadcast encryption. © 2019 Sharif University of Technology. All rights reserved."
979,Securing SCADA-based critical infrastructures: Challenges and open issues,"Conventionally, the security of critical infrastructures was mainly focused on environmental threats. Cyber attacks, nevertheless, have shifted the attention to various other threats and damages. The attackers try to exploit vulnerabilities in networks and Internet of Things (IoT) technologies, since these technologies are the integral part of the critical systems. Therefore, the vulnerability of Critical Infrastructure (CI) against cyber threats has led the need to devise modern security measures. Unavailability or failure of one CI can cause enormous devastation and damage to the society, economy and stability by provoking cascading failures to many other related infrastructures. Traditional security measures attempt to cater well-known emerging threats; however, strong and adaptive security measures/techniques are inevitable to defend against innovative attacks. This paper presents a survey on cyber threats and defense measures to highlight the necessity for securing SCADA-based critical infrastructures and provides an insight into the security challenges and open issues in this regard. © 2019 The Authors. Published by Elsevier B.V. This is an open access article under the CC BY-NC-ND license (http://creativecommons.org/licenses/by-nc-nd/4.0/) Peer-review under responsibility of the Conference Program Chairs."
987,Flux: A platform for dynamically reconfigurable mobile crowd-sensing,"Flux is a platform for dynamically reconfigurable crowd-sensing using mobile devices like smartphones and tablets, programmed under a notion of region-based sensing. Each region is defined by a set of physical constraints that determine the sensing scope, e.g., based on device position or other environmental variables, plus a set of periodic tasks that perform the actual sensing. The resulting behavior is inherently dynamic: as a device's state changes, e.g., moves in space, it enters and/or leaves different regions, thereby changing the set of active tasks; moreover, regions can be added, deleted, and reprogrammed on-the-fly. Flux makes use of a domain-specific language for sensing tasks that is compiled into abstract bytecode, later executed by a low-footprint virtual machine within a device, guaranteeing runtime safety by construction. For region/task dissemination, Flux employs a broker that holds a changeable region configuration plus gateways that mirror the configuration throughout different network access points to which devices connect. Sensing data is streamed by devices to gateways and then back to the broker. Live or archived data streams are in turn fed by the broker to data-processing clients, which interface with the broker using a publish/subscribe API. We conducted two case-study experiments illustrating Flux: a single-region deployment to monitor WiFi signal quality, and a multi-region deployment to monitor noise, temperature, and places-of-interest based on device movement. © 2018 Association for Computing Machinery."
991,Detecting smartphone state changes through a Bluetooth based timing attack,"Bluetooth is a popular wireless communication technology that is available on most mobile devices. Although Bluetooth includes security and privacy preserving mechanisms, we show that a Bluetooth harmless inherent request-response mechanism can taint users privacy. More specifically, we introduce a timing attack that can be triggered by a remote attacker in order to infer information about a Bluetooth device state. By observing the L2CAP layer ping mechanism timing variations, it is possible to detect device state changes, for instance when the device goes in or out of the locked state. Our experimental results show that change point detection analysis of the timing allows to detect device state changes with a high accuracy. Finally, we discuss applications and countermeasures. © 2018 Association for Computing Machinery."
1003,A multi-modal urban traffic agent-based framework to study individual response to catastrophic events,"Urban traffic is made of a variety of mobility modes that have to be taken into account to explore the impact of catastrophic event. From individual mobility behaviors to macroscopic traffic dynamics, agent-based modeling provides an interesting conceptual framework to study this question. Unfortunately, most proposals in the domain do not provide any simple way to model these multi-modal trajectories, and thus fell short at simulating in a credible way the outcomes of a catastrophic event, like natural or industrial hazards. This paper presents an agent-based framework implemented with the GAMA modeling platform that aims at overcoming this lack. An application of this model for the study of flood crisis in a district of Hanoi (Vietnam) is presented. © Springer Nature Switzerland AG 2018."
