id,title,abstract
601,Safe and Automatic Live Update for Operating Systems,"Increasingly many systems have to run all the time with no downtime allowed. Consider, for example, systems controlling electric power plants and e-banking servers. Nevertheless, security patches and a constant stream of new operating system versions need to be deployed without stopping running programs. These factors naturally lead to a pressing demand for live update---upgrading all or parts of the operating system without rebooting. Unfortunately, existing solutions require significant manual intervention and thus work reliably only for small operating system patches.In this paper, we describe an automated system for live update that can safely and automatically handle major upgrades without rebooting. We have implemented our ideas in Proteos, a new research OS designed with live update in mind. Proteos relies on system support and nonintrusive instrumentation to handle even very complex updates with minimal manual effort. The key novelty is the idea of state quiescence, which allows updates to happen only in safe and predictable system states. A second novelty is the ability to automatically perform transactional live updates at the process level, ensuring a safe and stable update process. Unlike prior solutions, Proteos supports automated state transfer, state checking, and hot rollback. We have evaluated Proteos on 50 real updates and on novel live update scenarios. The results show that our techniques can effectively support both simple and complex updates, while outperforming prior solutions in terms of flexibility, security, reliability, and stability of the update process."
621,Sharing Databases on the Web with Porter Proxy,"With large number of datasets now available through the Web, data-sharing ecosystems such as the Web Observatory have emerged. The Web Observatory provides an active decentralised ecosystem for datasets and applications based on a number Web Observatory sites, each of which can run in a different administrative domain. On a Web Observatory site users can publish and securely access datasets across domains via a harmonised API and reverse proxies for access control. However, that API provides a different interface to that of the databases on which datasets are stored and, consequently, existing applications that consume data from specific databases require major modification to be added to the Web Observatory ecosystem. In this paper we propose a lightweight architecture called Porter Proxy to address this concern. Porter Proxy exposes the same interfaces as databases as requested by the users while enforcing access control. Characteristics of the proposed Porter Proxy architecture are evaluated based on adversarial scenario-handling in Web Observatory eco-system."
641,Autonomic Management for Convergent Networks to Support Robustness of Appliance Technologies,"Autonomic management within autonomic computing framework is considered as the future and viable solution for many appliances, either in software or hardware. Nevertheless, its current research application in computer networks is mainly visible in the intra domain space, and less attention is given to inter domain between one core network and another. This paper reviews some of the work on autonomic management and presents a framework that can be extended to a global and universal solution, such as fulfilling demand on bandwidth management, Quality of Service (QOS), and Service Level Agreements (SLA). The autonomic computing self- features are considered to show the viability of the proposed framework."
647,Concurrent Programming vs. Concurrency Control: Shared Events or Shared Data,"Two views of concurrency in an object system exist. Those pursuing concurrent programming believe that activities in the real world are inherently concurrent and therefore objects are themselves active. Objects engage in shared events by sending and receiving messages. Communicating Sequential Processes [Hoar85a] and Actors [Agha86a] embrace this view. On the other hand, those pursuing models of concurrency control believe that objects are data and that concurrent access to data needs to be controlled by the system according to some correctness notion. Database transactions, atomic objects [Weih84a, Schw84a] and nested objects [Mart88a] embrace this view.Concurrent programming, in our view, places a significant burden on programming. Correct concurrent behavior is specified as combinations of interactions within a potentially large set of concurrent objects. A programmer must verify that the implementations of all the objects never produce undesirable interactions. Correctness of concurrent behavior is left to the programmer.We are pursuing models embracing concurrency control primarily because a programmer is not required to consider concurrency. The operations on an object can be specified in terms of preconditions and postconditions and traditional program verification techniques can be used to verify an operation's implementation. A programmer only considers the serial behavior of an object in isolation; he need not concern himself with how other concurrent activities might affect the object. Correctness of interleavings is left to the system.Serializability is the usual correctness notion for concurrency control algorithms. In transaction terminology, each competing transaction executes a sequence of basic actions. Any interleaving of the actions is correct if it is equivalent to some serial execution of the transaction. Serializability allows a transaction to be programmed in isolation, that is without considering possible interleavings with other transactions. The system may indeed interleave the actions of several transactions but it is up to the system to make the interleaving appear serial.Concurrent programming is apparently more general. A programmer can implement anything, including undesirable interactions like deadlock. The price for this generality is that the programmer must reason about global orderings of events and thus correctness is difficult to show.The traditional transaction model is not general enough for programming shared object systems. For example, several researchers, [Bern87a, Garc87a, Pu88a], have recognized that transactions are too restrictive for long-lived activities. The problem is that the transaction model is too conservative. Only reading and writing a data item at a single layer of abstraction is modeled. Once a read-write, write-read or write-write dependency is established between two transactions, it remains for the life of the transaction and limits further interleavings.Our approach is to discover and explore less restrictive correctness notions that still allow programmers to implement operations on objects in isolation. In [Mart88a] we present two such correctness notions: externally serializable computations and semantically verifiable nonserializable computations. Both correctness notions assume the nested object model. In [Mart87a] we give a nested object solution to the Dining Philosophers' Problem [Dijk71a]. Nested objects incorporate both the semantics of an object and the data abstraction hierarchy of an object.Nested objects form a nested object system. A nested object system is hierarchical; objects exist at different levels of the system. The execution of an operation on an object at level i results in the execution of operations on objects at level i-1. However, only top level objects are viewed externally.A computation at level i is a description of the state change made to level i objects and the return values produced by executing a partially ordered set of operations on level i objects. The computations at each level together form an n-level system computation.Externally serializable computations are n-level system computations in which the top level objects are left in states that could be produced by serial computations. However, lower level objects may be left in states that no serial computation could produce. Because both data abstraction hierarchies and operations semantics are considered in the nested object model, dependencies established between concurrent computations can be systematically ignored. Long-lived computations can execute efficiently if dependencies can later be ignored.Nested objects are more general than other models of concurrency control. Transactions are two-level nested objects that read and write basic data items. Atomic objects are two-level nested objects that perform abstract operations.The 1988 Object Based Concurrent Programming Workshop did not directly address the differences between concurrent programming and concurrency control. Perhaps future workshops can contrast the generality, the applicability, the programmability, the security and the performance implications of models from both concurrent programming and concurrency control."
649,Reinforced practical Byzantine fault tolerance consensus protocol for cyber physical systems,"Cyber–physical systems (CPS) are becoming an essential component of modern life. CPS services enable information to be exchanged between physical devices and virtual systems. The increasing malicious activities causing confidential data leakage and incorrect performance of devices are posing challenges for protection against cyber threats. Therefore, development of effective solutions that can protect both CPS data and data exchange networks are extremely urgent. This study makes some improvements on Practical Byzantine Fault Tolerance (PBFT), and provides a critical analysis of the feasibility of using blockchain technology to protect constrained CPS data. It also justifies the choice of the improved PBFT for implementation on such devices and simulates the main distributed ledger scenarios. The improved PBFT works as follows: first, the client broadcasts the signed transaction data to the entire network, rather than just the master node, followed by a hash value comparison verification process; second, select the master node based on the longest chain principle, and punish the malicious node via the “blacklist” mechanism; third, add the data synchronization and verification process, as well as dynamically entering and leaving nodes via state transitions. Ultimately, the PBFT commit phase is eliminated, resulting in a two-stage process. In comparison to the original PBFT protocol, the Reinforced Practical Byzantine Fault Tolerance (RPBFT) protocol may substantially enhance system throughput and minimize consensus communication time, thereby improving overall system efficiency while guaranteeing security. © 2023 Elsevier B.V."
689,Detection and robustness evaluation of android malware classifiers,"Android malware attacks are tremendously increasing, and evasion techniques become more and more effective. For this reason, it is necessary to continuously improve the detection performances. With this paper, we wish to pursue this purpose with two contributions. On one hand, we aim at evaluating how improving machine learning-based malware detectors, and on the other hand, we investigate to which extent adversarial attacks can deteriorate the performances of the classifiers. Analysis of malware samples is performed using static and dynamic analysis. This paper proposes a framework for integrating both static and dynamic features trained on machine learning methods and deep neural network. On employing machine learning algorithms, we obtain an accuracy of 97.59% with static features using SVM, and 95.64% is reached with dynamic features using Random forest. Additionally, a 100% accuracy was obtained with CART and SVM using hybrid attributes (on combining relevant static and dynamic features). Further, using deep neural network models, experimental results showed an accuracy of 99.28% using static features, 94.61% using dynamic attributes, and 99.59% by combining both static and dynamic features (also known as multi-modal attributes). Besides, we evaluated the robustness of classifiers against evasion and poisoning attack. In particular comprehensive analysis was performed using permission, APIs, app components and system calls (especially n-grams of system calls). We noticed that the performances of the classifiers significantly dropped while simulating evasion attack using static features, and in some cases 100% of adversarial examples were wrongly labelled by the classification models. Additionally, we show that models trained using dynamic features are also vulnerable to attack, however they exhibit more resilience than a classifier built on static features. © 2021, The Author(s), under exclusive licence to Springer-Verlag France SAS, part of Springer Nature."
693,A Hybrid Dynamic Risk Analysis Methodology for Cyber-Physical Systems,"Recent technological advances allow us to design and implement sophisticated infrastructures to assist users’ everyday life; technological paradigms such as Intelligent Transportation Systems (ITS) and Multi-modal Transport are excellent instances of those cases. Therefore, a systematic risk evaluation process in conjunction with proper threat identification are essential for environments like those mentioned above as they involve human safety. Threat modelling is the process of identifying and understanding threats while risk analysis is the process of identifying and analyzing potential risks. This research initially focuses on the most widely-used threat modelling and risk analysis approaches and reviewing their characteristics. Then, it presents a service-oriented dynamic risk analysis approach that focuses on Cyber-Physical Systems (CPS) by adopting threat modelling characteristics and by blending other methods and well-established sources to achieve automation in several stages. Finally, it provides the qualitative features of the proposed method and other related threat modelling and risk analysis approaches with a discussion regarding their similarities, differences, advantages and drawbacks. © 2023, The Author(s), under exclusive license to Springer Nature Switzerland AG."
716,Self-adaptive and secure mechanism for IoT based multimedia services: a survey,"With the advent of internet of things (IoT) and IoT multimedia services in real-time applications, including smart healthcare, smart home, and smart connected transportation, IoT multimedia systems have significantly enhanced the lifestyle. However, the increased number of connected heterogeneous IoT multimedia devices have resulted in several vulnerabilities and cyberattacks. The existing multimedia in IoT multimedia security solutions are insufficient for detecting such complex attacks and require a self-adaptive security mechanism that can monitor the changing environment and detect, mitigate, plan, and prevent future prospective attacks in real time. In this study, we conduct a study of several self-adaptive security approaches for IoT multimedia and analyze them based on critical, security metrics to determine their level of support and the achieved satisfaction for IoT multimedia services. The evaluation results show significant insights, challenges, and concerns in the existing approaches, which can provide vital information for the development of future IoT multimedia security research. We propose a self-adaptive security model for IoT multimedia and discuss a case utilizing a mobile e-health system, where we use an adaptation model (using monitor-analyze-plan-execute over a shared knowledge adaptation loop) to determine the adaptation requirement based on the confidence level of several security factors. The adaptation requirement depicts that adaptation is required for stabilizing the security factors in a continuous context-changing sustainable e-health IoT multimedia environment. © 2021, The Author(s), under exclusive licence to Springer Science+Business Media, LLC part of Springer Nature."
725,Adaptive security control of time-varying constraints nonlinear cyber-physical systems with false data injection attacks,"In this article, an adaptive security control scheme is presented for cyber-physical systems (CPSs) suffering from false data injection (FDI) attacks and time-varying state constraints. Firstly, an adaptive bound estimation mechanism is introduced in the backstepping control design to mitigate the effect of FDI attacks. Secondly, to solve the unknown sign time-varying state-feedback gains aroused by the FDI attacks, a type of Nussbaum function is employed in the adaptive security control. Then, by constructing a barrier Lyapunov function, it can be ensured that all signals of controlled system are bounded and the time-varying state constraints are not transgressed. Finally, the provided simulation examples demonstrate the effectiveness of the proposed controller. © 2022 Northeastern University, China."
736,Monitoring Cyber-Physical Systems Using a Tiny Twin to Prevent Cyber-Attacks,"We propose a method to detect attacks on sensors and controllers in cyber-physical systems. We develop a monitor that uses an abstract digital twin, Tiny Twin, to detect false sensor data and faulty control commands. The Tiny Twin is a state transition system that represents the observable behavior of the system from the monitor point of view. At runtime, the monitor observes the sensor data and the control commands, and checks whether the observed data and commands are consistent with the state transitions in the Tiny Twin. The monitor produces an alarm when an inconsistency is detected. We model the components of the system and the physical processes in the Rebeca modeling language and use its model checker to generate the state space. The Tiny Twin is built automatically by reducing the state space, keeping the observable behavior of the system, and preserving the trace equivalence. We demonstrate the method and evaluate it in detecting attacks using a temperature control system. © 2022, The Author(s), under exclusive license to Springer Nature Switzerland AG."
749,Security Challenges in 5G and IoT Networks: A Review,"5G networks are poised to satisfy the anticipated growth in Internet of Technology (IoT) devices and their related systems. The invasion of 5G networks brings along with it an accelerated need for security and privacy. The need for tailor-made security solutions has become the need of the hour to ensure data integrity, confidentiality, and authentication in 5G-based IoT networks. Since IoT initiates sensors and actuators in a totally smart environment, IoT security will involve protecting the total deployment architecture of IoT from internal and external attacks. Integration of cryptographical algorithms and quantum cryptography has been used effectively to secure data in 5G networks. Privacy and identity management has been a mandatory requirement in networks carrying delicate data involved in retail shops, traffic services, and health monitoring systems. Securing data in 5G and IoT networks and detection of trustworthy and rogue nodes, proper monitoring, logging, and broadcasting are the vital necessities of any security system. The exhaustive survey on the security issues in the 5G-IoT scenario, highlights the application of the latest technologies, incorporation of hybrid methodologies in securing them, and also emphasizes on the open issues yet to be addressed and research challenges that are to be explored. © 2022, Springer Nature Switzerland AG."
772,Deriving adaptive long-term complementary operating rules for a large-scale hydro-photovoltaic hybrid power plant using ensemble Kalman filter,"The complementary operating rules of hydro-photovoltaic (PV) hybrid power plants have been explored fully to operate reservoirs for complementing the PV output. However, prevailing operating rules were constant, which is incapable to be dynamically updated based on new observations. To address this issue, adaptive complementary operating rules were developed to deal with the future uncertainties of reservoir inflow and solar radiation using ensemble Kalman filter (EnKF). First, a long-term complementary optimization model was developed to derive the initial parameters of linear operating rules. Then, the optimal decisions under historical condition were used as the observation. Finally, six assimilation schemes were proposed, according to the two state transition equations (the same period of the previous year, the previous period) and three observations (the same period of the previous year, the previous period and their joint). China's Longyangxia hydro-PV hybrid power plant was chosen as a case study. Results show that (1) the two state transition equations have comparative effects on operation results, (2) the choice of observation plays a decisive role. The assimilation scheme, in which the optimal operation decision of the same period in previous year is as observation, outperforms the stationary operating rules. Specifically, the total power generation and guaranteed rate are improved by 7.14% and 5.33%, respectively, (3) the deriving framework works effectively under the synthetic nonstationary reservoir inflow and solar radiation, and ensures the stability and security of energy system in the changing environment. © 2021"
790,Edge Network Security Risk Control Based on Attack and Defense Map,"The standardized communication protocol and the universal application of intelligent electronic devices in edge networks provide technical support to the realization of smart cities and also bring network security issues that cannot be ignored. How to analyze and quantitatively assess the vulnerability of the edge network has become an important issue that needs to be solved urgently in the edge network security risk control. Based on the analysis of the vulnerability mechanism, this paper proposes the selection criteria and generation methods of vulnerability indicators and of composite vulnerability indicators, respectively. In addition, this paper proposes an improved vulnerability severity rating method to analyze the vulnerability of the system and potential security threats. This paper describes the security risk status of vulnerable points based on the state transition of the state offensive and defensive graph and implements the description of the security risk status of attacks in terms of attack frequency, attack success rate and harm. Experimental results justify the effectiveness of the proposed solution.  © 2021 World Scientific Publishing Company."
792,Network Security Defense Decision-Making Method Based on Stochastic Game and Deep Reinforcement Learning,"Aiming at the existing network attack and defense stochastic game models, most of them are based on the assumption of complete information, which causes the problem of poor applicability of the model. Based on the actual modeling requirements of the network attack and defense process, a network defense decision-making model combining incomplete information stochastic game and deep reinforcement learning is proposed. This model regards the incomplete information of the attacker and the defender as the defender's uncertainty about the attacker's type and uses the Double Deep Q-Network algorithm to solve the problem of the difficulty of determining the network state transition probability, so that the network system can dynamically adjust the defense strategy. Finally, a simulation experiment was performed on the proposed model. The results show that, under the same experimental conditions, the proposed method in this paper has a better convergence speed than other methods in solving the defense equilibrium strategy. This model is a fusion of traditional methods and artificial intelligence technology and provides new research ideas for the application of artificial intelligence in the field of cyberspace security.  © 2021 Zenan Wu et al."
803,A survey of fog computing-based healthcare big data analytics and its security,"Growing use of wearables within internet of things (IoT) creates ever-increasing multi-modal data from various smart health applications. The enormous volume of data generation creates new challenges in transmission, storage, and processing. There were challenges such as communication latency and data security associated with processing medical big data in cloud backend. Fog computing (FC) is an emerging distributed computing paradigm that solved these problems by leveraging local data processing, storage, filtering, and machine intelligence within an intermediate fog layer that resides between cloud and wearables devices. This paper focuses on doing survey on two major aspects of deploying fog computing for smart and connected health. Firstly, the role of machine learning-based edge intelligence in fog layer for data processing is investigated. A comprehensive analysis is provided during the survey, highlighting the strength and improvements in the existing literature. The paper ends with some open challenges and future research areas in the domain of fog-based healthcare. © 2021, IGI Global."
817,A web-oriented architecture for deploying multiple unmanned vehicles as a service,"Providing a robotic-assisted service in scenarios involving multiple Unmanned Vehicles (UVs) in possible beyond-visual-Line-Of-Sight (LoS) operations, safety and security are critical concerns. We develop a web-oriented, human-in-the-loop infrastructure to explore how the service provider can secure their system, enforce instant access control over dynamic operator-robot connections, and ensure the integrity, availability, and traceability of communicated data. Our proposed minimal viable solution requires an authentication server to verify user identity, a back server with a database to handle user requests and state-transition events, and a RabbitMQ (RMQ) server to trace the origin of data. © 2021, Faculty of Navigation, Gdynia Maritime University. All rights reserved."
827,New Dataset for Industry 4.0 to Address the Change in Threat Landscape,"Because of its connectivity and its convergence with the IT world, industry 4.0 has become one of the main target sectors of the attackers. These last few years, they improve their operating mode and hit with more sophisticated attacks. Anomaly-based Intrusions Detection Systems (IDS) use datasets to train the classification algorithms they use to detect these attacks. Their detection capacity is therefore strongly linked to the representativeness of these datasets and the attacks they address. Actually, few datasets focus on the specificities of Industry 4.0 and even less propose a realistic labeled dataset. Therefore, the main goal of this paper is to propose an industrial labeled dataset. It is characterized by several novelties consisting firstly in the fact that this data adds application features related to the industrial protocol Modbus. Then, it simulates twelve IT and OT attacks in a real environment. And finally in the labelling process, it contains 3 labels: one to characterize normal traffic, another for abnormal traffic and a specific label to distinguish the equipment reaction against an attack from the other types of data. © 2021, Springer Nature Switzerland AG."
850,An Online Identification Method of Key Transmission Sections for Thermal Stability Considering Cross-Region Faults and Security and Stability Control Measures,"Accurate and complete key transmission section identification has important significance to reduce power system monitoring range and prevent cascading failures. However, key transmission section identified by analysis of typical power system operating modes may not match power grid real-time operation situation when power grid structure is seriously damaged. Therefore, an online identification method of key transmission section considering cross-region faults and security and stability control measures is proposed in order to identify the weak sections that need to be concerned in power grid monitoring. Firstly, power flow distribution characteristics under different faults are analyzed based on results of online static stability analysis. Secondly, power flow transfer channels with different faults are identified and combined into transmission sections for thermal stability. The key transmission sections for thermal stability are screened by power transfer limit and margin calculation. Finally, the effectiveness of the proposed method is demonstrated by Northwest Power Grid. © 2021, Springer Nature Singapore Pte Ltd."
861,Agent-based approach to the design of a multimodal interface for cyber-security event visualisation control,"Convenient human-computer interaction is essential to carry out many exhausting and concentration-demanding activities. One of them is cyber-situational awareness as well as dynamic and static risk analysis. A specific design method for a multimodal human-computer interface (HCI) for cyber-security events visualisation control is presented. The main role of the interface is to support security analysts and network operators in their monitoring activities. The proposed method of designing HCIs is adapted from the methodology of robot control system design. Both kinds of systems act by acquiring information from the environment, and utilise it to drive the devices influencing the environment. In the case of robots the environment is purely physical, while in the case of HCIs it encompasses both the physical ambience and part of the cyber-space. The goal of the designed system is to efficiently support a human operator in the presentation of cyberspace events such as incidents or cyber-attacks. Especially manipulation of graphical information is necessary. As monitoring is a continuous and tiring activity, control of how the data is presented should be exerted in as natural and convenient way as possible. Hence two main visualisation control modalities have been assumed for testing: Static and dynamic gesture commands and voice commands, treated as supplementary to the standard interaction. The presented multimodal interface is a component of the Operational Centre, which is a part of the National Cybersecurity Platform. Creation of the interface out of embodied agents proved to be very useful in the specification phase and facilitated the interface implementation. © 2020 Polish Academy of Sciences. All rights reserved."
871,Optimised adaptive control methodology for mode transition of hybrid electric vehicle based on the dynamic characteristics analysis,"Mode transition plays an important role in the operation of hybrid electric vehicles. The clutch is a key actuator for mode transition, but friction resulting from its use makes it difficult to achieve seamless mode transition. Moreover, as is usual in an electromechanical coupling system, the hybrid powertrain may exhibit complex dynamic behaviours as operating parameters change during mode transition. This paper considered changes in the clutch friction coefficient, and established a mathematical model of the hybrid powertrain in a parallel-series hybrid electric vehicle (PSHEV) during mode transition. The Routh-Hurwitz criterion and bifurcation theory are introduced to analyse the influence of speed difference on the dynamic characteristics of the hybrid powertrain, and the corresponding instability threshold were given. Furthermore, an optimised adaptive control methodology was proposed to control the dynamic behaviours, and tests on PSHEV were carried out. The results show that the variations of speed difference may lead to the occurrence of Fold and Hopf bifurcations, and that once the speed difference reaches the instability threshold, it may cause the system to enter a chaotic state and exhibit random oscillation. The proposed control methodology can effectively expand the security domain and suppress the oscillation to improve smoothness of mode transition. © 2020 Informa UK Limited, trading as Taylor & Francis Group."
883,On Area Coverage Reliability of Mobile Wireless Sensor Networks with Multistate Nodes,"Wireless sensor networks (WSNs) are a special type of infrastructure-less network made up of a large number of tiny sensor nodes with limited energy, processing, and communication capabilities. WSNs have applications in health care, home security, environment monitoring, etc., with research challenges in energy efficiency, network lifetime, and network reliability. One of the major research challenges lies in providing application-specific coverage of the region of interest and reliable transmission of the gathered data to the mobile sink in the presence of multi-state sensor nodes. To quantify such a capability, this paper proposes a quantitative measure, called Area Coverage Reliability (ACR) for WSNs. ACR brings together WSN reliability, area coverage, energy efficiency, mobility of data collector or sink, random duty cycle of nodes, and multi-state nature of sensor nodes under a common umbrella. This paper proposes a Monte Carlo simulation approach that utilizes an energy matrix to evaluate the effect of energy-depleted nodes and energy-oriented data transfer capability on ACR. The energy matrix reflects the residual energy of sensors, the energy required to transmit data to the neighboring nodes, connectivity, and the multi-state nature of the sensors. The proposed approach is illustrated through a series of random examples. The ACR information allows the network designers to achieve a better understanding of the impact of random duty cycle, node energy, node/link reliability, and randomly deployed sensors on reliability. © 2001-2012 IEEE."
885,Cyberspace Odyssey: A Competitive Team-Oriented Serious Game in Computer Networking,"Cyberspace odyssey (CSO) is a novel serious game supporting computer networking education by engaging students in a race to successfully perform various cybersecurity tasks in order to collect clues and solve a puzzle in virtual near-Earth three-dimensional space. Each team interacts with the game server through a dedicated client presenting a multimodal interface, using a game controller for navigation and various desktop computer networking tools of the trade for cybersecurity tasks on the game's physical network. Specifically, teams connect to wireless access points, use packet monitors to intercept network traffic, decrypt and reverse engineer that traffic, craft well-formed and meaningful responses, and transmit those responses. Successful completion of these physical network actions to solve a sequence of increasingly complex problems is necessary to progress through the virtual story-driven adventure. Use of the networking tools reinforces networking theory and offers hands-on practical training requisite for today's cyber operators. This article presents the learning outcomes targeted by a classroom intervention based on CSO, the design and implementation of the game, a pedagogical overview of the overall intervention, and four years of quantitative and qualitative data assessing its effectiveness. © 2008-2011 IEEE."
910,Cryptographic protection for military radio communications,"Protecting the confidentiality, integrity and availability of information is very important in any telecommunications system. Information protection requires use of necessary physical, personal, information and communication technologies and above all - electromagnetic and cryptographic security measures. Equipment and tools for cryptographic protection should be examined and assessed in terms of resistance to known threats. Additional requirements are put on information protection for radio communication, especially military, where radio transmission is characterized by uncertainty of establishing and maintaining connections, bit rates are relatively low, often without full duplex. All this has an impact on the methods of cryptographic synchronization and implementation of cryptographic functions. A different approach to information protection is required by classic narrowband radio communications, a different one in time-division multi-access modes, and another one in broadband packet data transmission. Systems designed for information protection in radio communications implement appropriate operating modes of operation for cryptographic algorithms and protocols. Latest threats from quantum computers pose new challenges, especially in systems using public-key cryptography, because there are algorithms that can be used to attack these schemes with polynomial complexity. © The Author(s). This is an open-access article distributed under the terms of the Creative Commons Attribution License (CC BY 4.0, https://creativecommons.org/licenses/by/4.0/), which permits use, distribution, and reproduction in any medium, provided that the Article is properly cited."
969,An adaptive security approach according to the reliability level of drones using blockchain,"In drone environments using batteries, it is important to reduce unnecessary overhead. Also, for security of data, encryption is also an important factor. However, in the case of encryption, overhead is generated, but encryption and overhead are always in a trade-off relationship in this way. In this paper, in order to reduce overhead of drone, the concept of reliability was applied. We applied low level security to drone with high reliability to reduce overhead and conversely applied high level security to drone with low reliability. In order to adjust the security level, adjust the size of Key used for encryption and reduce the weight of the security algorithm itself. The reliability of the drone was determined based on the number of times of receiving data and by applying group reliability through drone grouping, it was made possible to determine hierarchical reliability. Moreover, by storing the communication records of all drones in the blockchain, the integrity of the reliability is guaranteed. © Springer Nature Singapore Pte Ltd. 2019."
994,New Lightweight Architectures for Secure FSM Design to Thwart Fault Injection and Trojan Attacks,"Finite state machine (FSM) is a critical part in digital processing devices used in Internet of Things (IoT) applications as it controls complete functionality of the device. The synthesis tool implements deterministic FSM by adding extra don’t care states/transitions during optimization. This additional insertion makes the FSM vulnerable to setup-time violation based fault injection (STVFI) and hardware Trojan attacks. The existing techniques are inefficient to completely mitigate these vulnerabilities and exhibit significant design overhead. Therefore, this paper presents a novel lightweight secure machine design technique that completely mitigates the vulnerabilities with minimum overhead. The paper first proposes a new metric to identify all types of vulnerable transitions (VTs) followed by a trustworthy FSM design algorithm and efficient vulnerability mitigation architecture (EVMA). Though our EVMA completely alleviates the vulnerabilities to STVFI and Trojan attacks, it slightly increases the overhead due to additional multiplexers. Hence, we also propose new secure FSM design algorithm and two new lightweight vulnerability mitigation architectures (LVMA-I and LIVMA-II) that control the FFs using existing clear and/or preset pins instead of multiplexers. The experimental results on AES and RSA encryption modules show that the proposed technique detects 100% VTs. Further, ASIC and FPGA implementation of the proposed LIVMA-II using Cadence RTL and Xilinx Vivado presents on an average 40%, 59.6%, and 51.1% reduced area, power and delay respectively compared to the well-known technique. Due to negligible design overhead, our technique is best suitable for designing secure controller of portable IoT devices. © 2018, Springer Science+Business Media, LLC, part of Springer Nature."
996,Defensive strategy selection based on attack-defense game model in network security,"Security analysis and attack-defense modeling are effective methods to identify the vulnerabilities of information systems for proactive defense. The attack graph model reflects only attack actions and system state changes, without considering the perspective of the defenders. To assess the network information system and comprehensively show attack and defense strategies and their cost, a defense graph model is proposed. Compared with the attack graph, the model makes some improvements. The defense graph will be mapped to the attack and defense game model, in order to provide a basis for active defense policy decision. Moreover, a generation algorithm of defense graph is proposed. A representative example is provided to illustrate our models and demonstrate the high efficiency of the algorithm. © 2018 Totem Publisher, Inc. All rights reserved."
1001,Verifying the long-run behavior of probabilistic system models in the presence of uncertainty,"Verifying that a stochastic system is in a certain state when it has reached equilibrium has important applications. For instance, the probabilistic verification of the long-run behavior of a safety-critical system enables assessors to check whether it accepts a human abortcommand at any time with a probability that is sufficiently high. The stochastic system is represented as probabilistic model, a long-run property is asserted and a probabilistic verifier checks the model against the property. However, existing probabilistic verifiers do not account for the imprecision of the probabilistic parameters in the model. Due to uncertainty, the probability of any state transition may be subject to small perturbations which can have direct consequences for the veracity of the verification result. In reality, the safety-critical system may accept the abort-command with an insufficient probability. In this paper, we introduce the first probabilistic verification technique that accounts for uncertainty on the verification of longrun properties of a stochastic system. We present a mathematical framework for the asymptotic analysis of the stationary distribution of a discrete-time Markov chain, making no assumptions about the distribution of the perturbations. Concretely, our novel technique computes upper and lower bounds on the long-run probability, given a certain degree of uncertainty about the stochastic system. © 2018 Association for Computing Machinery."
1005,Adaptive security architecture for protecting RESTful web services in enterprise computing environment,"In this modern era of enterprise computing, the enterprise application integration (EAI) is a well-known industry-recognized architectural principle that is built based on loosely coupled application architecture, where service-oriented architecture (SOA) is the architectural pattern for the implementation of EAI, whose computational elements are called as “services.” Though SOA can be implemented in a wide range of technologies, the web services implementation of SOA becomes the current selective choice due to its simplicity that works on basic Internet protocols. Web service technology defines several supporting protocols and specifications such as SOAP and WSDL for communication with client and server for data interchange. A new architectural paradigm has emerged in SOA in recent years called REpresentational State Transfer (REST) that is also used to integrate loosely coupled service components, named RESTful web services, by system integration consortiums. This SOA implementation does not possess adequate security solutions within it, and its security is completely dependent on network/transport layer security that is obsolete owing to latest web technologies such as Web 2.0 and its upgraded version, Web 3.0. Vendor security products have major implementation constraints such as they need secured organizational environment and breach to SOA specifications, hence introducing new vulnerabilities. Herein, we examine the security vulnerabilities of RESTful web services in the view of popular OWASP rating methodologies and analyze the gaps in the existing security solutions. We hence propose an adaptive security solution for REST that uses public key infrastructure techniques to enhance the security architecture. The proposed security architecture is constructed as an adaptive way-forward Internet-of-Things (IoT) friendly security solution that is comprised of three cyclic parts: learn, predict and prevent. A novel security component named “intelligent security engine” is introduced which learns the possible occurrences of security threats on SOA using artificial neural networks learning algorithms, then it predicts the potential attacks on SOA based on obtained results by the developed theoretical security model, and the written algorithms as part of security solution prevent the SOA attacks. This paper is written to present one of such algorithms to prevent SOA attacks on RESTful web services along the discussion on the obtained results of the conducted proof-of-concept on the real-time SOA environment. A comparison of the proposed system with other competing solutions demonstrates its superiority. © 2017, Springer-Verlag London Ltd., part of Springer Nature."
1013,Multi-mode cryptocurrency systems,"In the past years, the security of Bitcoin-like protocols has been intensively studied. However, previous investigations are mainly focused on the single-mode version of Bitcoin protocol, where the protocol is running among full nodes (miners). In this paper, we initiate the study of multi-mode cryptocurrency protocols. We generalize the recent framework by Garay et al. (Eurocrypt 2015) with new security definitions that capture the security of realistic cryptocurrency systems (e.g. Bitcoin with full and lightweight nodes). We provide the first rigorous security model for addressing the ""blockchain bloat"" issue. As an immediate application of our new framework, we analyze the security of existing blockchain pruning proposals for Bitcoin aiming to improve the storage efficiency of network nodes by pruning unnecessary information from the ledger. © 2018 Association for Computing Machinery."
