id,relevant,title,abstract
639,n,Mechanising Blockchain Consensus,"We present the first formalisation of a blockchain-based distributed consensus protocol with a proof of its consistency mechanised in an interactive proof assistant. Our development includes a reference mechanisation of the block forest data structure, necessary for implementing provably correct per-node protocol logic. We also define a model of a network, implementing the protocol in the form of a replicated state-transition system. The protocol's executions are modeled via a small-step operational semantics for asynchronous message passing, in which packages can be rearranged or duplicated. In this work, we focus on the notion of global system safety, proving a form of eventual consistency. To do so, we provide a library of theorems about a pure functional implementation of block forests, define an inductive system invariant, and show that, in a quiescent system state, it implies a global agreement on the state of per-node transaction ledgers. Our development is parametric with respect to implementations of several security primitives, such as hash-functions, a notion of a proof object, a Validator Acceptance Function, and a Fork Choice Rule. We precisely characterise the assumptions, made about these components for proving the global system consensus, and discuss their adequacy. All results described in this paper are formalised in Coq."
658,n,Towards Automated and Optimized Security Orchestration in Cloud SLA,"In cloud computing, providers pool their resources and make them available to customers. Next-generation computer scientists are flocking to the cutting-edge field of cloud computing for their research and exploration of uncharted territory. There are still several barriers that cloud service providers must overcome in order to provide cloud services in accordance with service level agreements. Each cloud service provider aspires to achieve maximum performance as per Service Level Agreements (SLAs), and this is especially true when it comes to the delivery of services. A cloud service level agreement (SLA) guarantees that cloud service providers will satisfy the needs of large businesses and offer their clients with a specified list of services. The authors offer a web service level agreement–inspired approach for cloud service agreements. We adopt patterns and antipatterns to symbolize the best and worst practices of OCCI (Open Cloud Computing Interface Standard), REST (Representational State Transfer), and TOSCA (Topology and Orchestration Specification for Cloud Applications) with DevOps solutions, all of which API developers should bear in mind when designing APIs. When using this method, everything pertaining to the cloud service, from creation to deployment to measurement to evaluation to management to termination, may be handled mechanically. When distributing resources to cloud apps, our system takes into account the likelihood of SLA breaches and responds by providing more resources if necessary. We say that for optimal performance, our suggested solution should be used in a private cloud computing setting. As more and more people rely on cloud computing for their day-to-day workloads, there has been a corresponding rise in the need for efficient orchestration and management strategies that foster interoperability. © 2023 International Journal on Recent and Innovation Trends in Computing and Communication. All rights reserved."
698,n,Regularity-Based Virtualization under the ARINC 653 Standard for Embedded Systems,"In embedded real-time virtualized systems (ERTVS), the ARINC 653 standard specifies a cyclic scheduling policy to guarantee the real-time performance of tasks in multiple Virtual Machines (VMs) residing on shared hardware. Based on this policy, the Regularity-based Resource Partitioning (RRP) model defines an efficient interface specification to hierarchically partition and assign resource slices among VMs. Although this model has received plenty of attention recently, three major pieces remain missing for applying this model in ERTVS. (1) Embedded systems are more sensitive to resource utilization efficiency since this may drastically affect their deployment cost for including additional cores. Therefore, this paper proposes an optimal and an approximate RRP resource scheduler for multi-core platforms. (2) A resource reconfiguration is required when an embedded system has to switch between operating modes, resulting in the current cyclic schedule being replaced by another pre-configured and verified cyclic schedule. This paper formalizes a new One-Hop Reconfiguration (OHR) problem tailored for mode-switch-capable embedded systems and introduces a corresponding optimal solution. (3) No RRP-based toolset is currently available for embedded systems. This paper thus presents an optimized RRP toolset tailored for embedded systems. Numerous experiments are conducted to evaluate the efficacy of this toolset.  © 1968-2012 IEEE."
720,n,Cyber-attack research for integrated energy systems by the correlated matrix based object-oriented modeling method,"The rise of an integrated energy system requires the integration of multiple sources of energy to be embraced and transited over the power grid; that means the information and communication systems of traditional power systems will be extended, and their complexity will be increased. As the information and communication systems play a more important role in the infrastructure of the power system, a cyber-attack on them may have an impact on the power system and cause a serious threat to the integrated energy system. To analyze the threat to the complex and integrated system, some researchers provide some modeling methods to study the impact of cyber-attacks on the information and communication systems, such as the Attack Tree Model, Attack Graph Model, Petri Net Model for cyber-attack, Attack Description Language Model, State Transition Graph Model, etc. However, these modeling methods have some shortcomings. For example, they cannot describe the systematical cyber-attack and show the secure status during the cyber-attack; it is hard for them to analyze the larger and more complicated information and communication systems. To overcome the shortages, in this paper, a correlated matrix-based object-oriented model is proposed for cyber-attack modeling. With this model, the relationship between the attacker and victim can be directly built; the cyber-attack path and packets from the attacker can be tracked; and the status of the nodes and links can be shown during a cyber-attack. There are two steps to build the cyber-attack model. Firstly, the procedure and approach of the cyber-attack will be modeled by an object-oriented method; then, a correlated matrix model will be built for network topology, attack path, and attack procedure. By combining these two models, the whole cyber-attack model is created. Finally, to demonstrate the modeling method and its benefits, we use the MITM (Man-in-the-middle Attack) attack on measurement data of an AVC (Automation Voltage Control) system as examples, and build a hardware-in-the-loop (HIL) co-simulation platform to verify the model. Copyright © 2022 Tong, Xu, Li and Zhang."
734,n,Towards Developing a Data Security Aware Federated Training Framework in Multi-Modal Contested Environments,"Secure data communication is crucial in contested environments such as battlefields. In such environments, there is always risk of data breach through unauthorized interceptions. This may lead to unauthorized access to tactical information and infiltration into the systems. In this work, we propose a detailed training setup in the federated learning framework for object classification where the raw data will be maintained locally at the edge devices and will not be shared with a central server or with each other. The server sends a global model to edge devices, which is then trained locally at the edge, and the updated parameters are sent back to the central server, where they are aggregated, which takes place iteratively. This setup ensures robustness against malicious cyberattacks as well as reduce communication overhead. Furthermore, to tackle the irregularity in object classification task with a single data modality in such contested environment, a deep learning model incorporating multiple modalities is used as the global model in our proposed federated learning setup. This model can serve as a possible solution in object identification with multi-modal data. We conduct a comprehensive analysis on the importance of multi-modal approach compared to individual modalities within our proposed federate learning setup. We also provide a resource profiling based on memory requirements, training time, and energy usage on two resource constrained devices to demonstrate the feasibility of the proposed approach. © 2022 SPIE."
740,n,Modeling Technology of Naval Formation Area Antiaircraft Kill Web based on Event Graph,"Future air defense missions of naval formation are becoming more and more diverse, and various combat resources are deployed, which poses new challenges to the traditional area antiaircraft system. This research focuses on the 'orientation' of the confrontation, and builds the kill web model of area air defense based on event graph. Under the event graph paradigm, the state change of air target is the fundamental constraint of event evolution, and the continuous dynamic process of the operational implementation is transformed into a discrete dynamic process composed of key events. Through the analysis of the constraints and correlations of area air defense operational elements, the tactical action effect evaluation model is used to evaluate the resource combination scheme, and the final optimal combination scheme is determined based on the intelligent algorithm, thereby exploring a new way for the construction of a naval formation area air defense kill web.  © 2022 IEEE."
750,n,Multimodal Classification of Onion Services for Proactive Cyber Threat Intelligence Using Explainable Deep Learning,"The dark web has been confronted with a significant increase in the number and variety of onion services of illegitimate and criminal intent. Anonymity, encryption, and the technical complexity of the Tor network are key challenges in detecting, disabling, and regulating such services. Instead of tracking an operational location, cyber threat intelligence can become more proactive by utilizing recent advances in Artificial Intelligence (AI) to detect and classify onion services based on the content, as well as provide an interpretation of the classification outcome. In this paper, we propose a novel multimodal classification approach based on explainable deep learning that classifies onion services based on the image and text content of each site. A Convolutional Neural Network with Gradient-weighted Class Activation Mapping (Grad-CAM) and a pre-trained word embedding with Bahdanau additive attention are the core capabilities of this approach that classify and contextualize the representative features of an onion service. We demonstrate the superior classification accuracy of this approach as well as the role of explainability in decision-making that collectively enables proactive cyber threat intelligence in the dark web.  © 2013 IEEE."
753,n,The Application of Beidou and Ultra-Broadband Positioning Technology in the Power Security Protection System,"In the Beidou positioning system, due to the obstruction of obstacles, the indoor is often unable to obtain positioning information. For this case, a scheme based on Beidou indoor and outdoor integration positioning is proposed. First, the algorithms of satellite localization and ultra wide band localization are studied, and a high-precision positioning algorithm compatible with both positioning modes is proposed. Seamless switching algorithm can realize positioning mode switching without affecting positioning accuracy. Based on the research of algorithm model of substation, determine the layout mode and positioning accuracy, and solve the problem of weak signal of indoor positioning. This scheme guarantees the positioning accuracy in the practical application environment, and it provides a theoretical basis for the positioning of people and equipment in the power system. © 2022, Springer Nature Singapore Pte Ltd."
760,n,Steady-State Availability Evaluation for Heterogeneous Edge Computing-Enabled WSNs with Malware Infections,"To evaluate the steady-state availability of heterogeneous edge computing-enabled wireless sensor networks (HECWSNs) with malware infections, we first propose a Stackelberg attack-defence game to predict the optimal strategies of malware and intrusion detection systems (IDSs) deployed in heterogeneous sensor nodes (HSNs). Next, we present a new malware infection model-heterogeneous susceptible-threatened-active-recovered-dead (HSTARD) based on epidemic theory. Then, considering the heterogeneity of sink sensor nodes and common sensor nodes and the malware attack correlation, we derive the state transition probability matrix of an HSN based on a semi-Markov process (SMP), as well as the steady-state availability of an HSN. Furthermore, based on a data flow analysis of HSNs, we deduce the steady-state availability of HECWSNs with various topologies, including the star topology, cluster topology, and mesh topology. Finally, numerical analyses illustrate the influence of the IDS parameters on the optimal infection probability of malware and reveal the effect of multiple factors on the steady-state availability of HSNs, including the initial infection rate, the infection change rate, and the malware attack correlation. In addition, we present data analyses of the steady-state availability of HECWSNs with various topologies, including the star topology, cluster topology, and mesh topology, which provide a theoretical basis for the design, deployment, and maintenance of high-availability HECWSNs.  © 2022 Hong Zhang et al."
769,n,Modeling and simulation of secure connectivity and hop count of multi-hop ad-hoc wireless networks with colluding and non-colluding eavesdroppers,"Connectivity and hop count are two crucial attributes of dynamic wireless networks such as ad-hoc wireless networks (AHWNs). When the security issue is considered, establishing a secure multi-hop path in AHWNs is challenging because an intermediate node having a wireless link with previous nodes may not be secure to receive data from those nodes, and vice versa. In this paper, stochastic geometry graphs is used to model the AHWNs with eavesdroppers’ presence, then a simulation-based analysis method is proposed to investigate the characteristics of connectivity, hop count distribution, average hop count, and their relations in various scenarios. The proposed simulation-based analysis method consists of two algorithms. The first one finds all possible secure communication paths between two arbitrary legitimate users selected as source and destination and returns the shortest path's hop count. This algorithm utilizes the random locations of legitimate users and eavesdroppers, the wireless channel condition, and the eavesdropper's operating mode as input data. The second one provides the hop count distribution and the connection probability of the obtained multi-hop path of the first algorithm by averaging a huge number of network topology trials. So far, this paper is the first work that investigates both connectivity and hop count of security-aware multi-hop AHWNs. Moreover, these characteristics of multi-hop AHWNs with colluding eavesdroppers are compared with those of multi-hop AHWNs with non-colluding eavesdroppers and without eavesdroppers. Simulation results show that putting more legitimate users does not greatly improve the quality of the multi-hop path in the non-colluding case compared with that in colluding case. Furthermore, the shape parameter of Nakagami fading has a more substantial effect on the connectivity and hop count than the spread parameter. The results in this paper provide valuable insights in designing and evaluating security-aware multi-hop AHWNs. © 2021 Elsevier B.V."
770,n,Industrial Pervasive Edge Computing-Based Intelligence IoT for Surveillance Saliency Detection,"Numerous surveillance data processing is crucial in the Internet-of-Things systems with pervasive edge computing. In this process, salient object detection from surveillance videos plays an important role because it provides the human-concerned semantic cue for various industrial tasks. However, it is still challenging for the existing studies with two aspects. The first one is the redundant saliency information from moving background to disturb the detection of salient objects. The second one is the difficulty to model the spatiotemporal saliency uncertainty. To overcome these challenges. In this article, an intelligent approach is proposed for surveillance saliency detection. It enables a region-proposal-based optical flow strategy to suppress the saliency enhancement of non-salient regions due to the moving background. Besides, it develops the bidirectional Bayesian state transition strategy to model the motion uncertainty for refining the spatiotemporal saliency feature. Extensive experiments have been performed on two datasets (the increase of Fβ is larger than 0.01 for DAVIS, and larger than 0.015 for UVSD), and the comparison with seven methods to evaluate the effectiveness of the proposed approach.  © 2005-2012 IEEE."
771,n,Situational Anomaly Detection in Multimedia Data under Concept Drift,"Anomaly detection has been a very challenging and active area of research for decades, particularly for video surveillance. However, most of the works detect predefined anomaly classes using static models. These frameworks have limited applicability for real-life surveillance where the data have concept drift. Under concept drift, the distribution of both normal and anomaly classes changes over time. An event may change its class from anomaly to normal or vice-versa. The non-adaptive frameworks do not handle this drift. Additionally, the focus has been on detecting local anomalies, such as a region of an image. In contrast, in CCTV-based monitoring, flagging unseen anomalous situations can be of greater interest. Utilizing multiple sensory information for anomaly detection has also received less attention. This extended abstract discusses these gaps and possible solutions. © 2021 ACM."
772,n,Deriving adaptive long-term complementary operating rules for a large-scale hydro-photovoltaic hybrid power plant using ensemble Kalman filter,"The complementary operating rules of hydro-photovoltaic (PV) hybrid power plants have been explored fully to operate reservoirs for complementing the PV output. However, prevailing operating rules were constant, which is incapable to be dynamically updated based on new observations. To address this issue, adaptive complementary operating rules were developed to deal with the future uncertainties of reservoir inflow and solar radiation using ensemble Kalman filter (EnKF). First, a long-term complementary optimization model was developed to derive the initial parameters of linear operating rules. Then, the optimal decisions under historical condition were used as the observation. Finally, six assimilation schemes were proposed, according to the two state transition equations (the same period of the previous year, the previous period) and three observations (the same period of the previous year, the previous period and their joint). China's Longyangxia hydro-PV hybrid power plant was chosen as a case study. Results show that (1) the two state transition equations have comparative effects on operation results, (2) the choice of observation plays a decisive role. The assimilation scheme, in which the optimal operation decision of the same period in previous year is as observation, outperforms the stationary operating rules. Specifically, the total power generation and guaranteed rate are improved by 7.14% and 5.33%, respectively, (3) the deriving framework works effectively under the synthetic nonstationary reservoir inflow and solar radiation, and ensures the stability and security of energy system in the changing environment. © 2021"
779,n,Attack-driven Test Case Generation Approach using Model-checking Technique for Collaborating Systems,"The formal verification technique of model-checking can be used to derive test cases. This approach has become popular as it provides the capabilities of exhaustively exploring the state space of the modeled system and generates counterexamples for properties specified over the model. However, counterexamples only show states, transitions and the values of their parameters. In addition, its semantics are also dependent on input model specification languages and trace representation notations. In this paper, we present a focused test case generation approach from PAT model checker for collaborating systems. The focus is driven by specific and putative attack behaviours. To this end, we devised test specification rules/algorithm to translate counterexamples to test cases. The translation aims at reducing semantic gaps between counterexamples and the corresponding test cases. We assess the viability of the test cases generated from our approach by using JADE simulation framework for aircraft landing scenario in air traffic control domain.  © 2021 IEEE."
783,n,Reliability and optimal triggering policy for multi-state systems subject to shocks and supported by a protective device,"Failures of safety-critical systems could result in irretrievable economic loss and significant environmental damage. To mitigate the failure risk of safety-critical systems, a protective device is commonly designed to alleviate the damage caused by external shocks. In this paper, a multi-state system subject to shocks and supported by a protective device is considered. The protective device can be triggered to defense valid shocks when the system state is worse than a predetermined threshold. During the operating process of the protective device, the system is assumed to be failure-free due to the resistant effect of the protective device. After resisting a finite number of valid shocks for the system, the protective device loses the protective ability. A finite Markov chain imbedding method is employed to derive the system reliability characteristics. Based on the established reliability model, the state based triggering policy of the protective device is designed and an optimization model is constructed to determine the optimal triggering threshold. Finally, numerical examples are given to illustrate the proposed model and obtained results. © 2021 Elsevier Ltd"
784,n,Enabling self-adaptability of small scale and large scale security systems using dynamic partial reconfiguration,"The application areas of field programmable gate arrays (FPGAs) are increasing due to its hardware acceleration and reprogrammable features. From large-scale computation systems like cloud, aerospace, and defence to small-scale computation systems like home automation and mobile phones, the dynamic partial reconfiguration property is found to be attractive to design adaptive systems for self-reconfiguration and self-healing. The article presents two self- adaptive security systems for small scale as well as for large-scale systems. The security system is designed to include encryption accelerators and hash code generation accelerators. The security system designed for small-scale systems saves space and power using hardware adaptation by loading or creating only the required accelerator during execution of the application. It uses light weight cryptographic algorithms. A second design for large-scale systems focuses on getting more throughput by allocating more resources to the required accelerator at runtime. Two designs are created for hardware adaptation based on the accelerator requirement at runtime. Proposed adaptive design for small-scale systems achieved 68.50% decrease in resource consumption and design for large-scale systems achieved 25.93% more throughput than the best existing implementations. © 2020, Springer-Verlag GmbH Germany, part of Springer Nature."
797,n,NetBot-An Automated Router Hardening Solution for Small to Medium Enterprises,"Network security is of vital importance, and Information Technology admins must always be vigilant. But they often lack the expertise and skills required to harden the network properly, in with the emergence of security threats. The router plays a significant role in maintaining operational security for an organization. When it comes to information security, information security professionals mainly focus on protecting items such as firewalls, virtual private networks, etc. Routers are the foundation of any network's communication method, which means all the network information passes through the routers, making them a desirable target. The proposed automation of the router security hardening solution will immediately improve the security of routers and ensure that they are updated and hardened with minimal human intervention and configuration changes. This is specially focused on small and medium-sized organizations lacking workforce and expertise on network security and will help secure the routers with less time consumption, cost, and increased efficiency. The solution consists of four primary functions, initial configuration, vulnerability fixing, compliance auditing, and rollback. These focus on all aspects of router security in a network, from its configuration when it is initially connected to the network to checking its compliance errors, continuously monitoring the vulnerabilities that need to be fixed, and ensuring that the behavior of the devices is stable and shows no abnormalities when it comes to configuration changes.  © 2021 IEEE."
799,n,A polymorphic heterogeneous security architecture for edge-enabled smart grids,"The emergence of edge computing alleviates the network congestion, delay, and packet loss of cloud computing enabled smart grid architecture in big data scenarios, greatly improving the operation efficiency and communication quality of the smart grid. However, edge computing architecture also brings great security risks to the smart grid. This paper proposes a Polymorphic Heterogeneous Security Architecture (PHSA) for edge enabled smart grid, to assure the key services in the smart grid. Based on the dynamic heterogeneous redundancy architecture, the proposed architecture introduces intelligent scheduling of executors, intelligent arbitration of multi-state service response, cleaning and reconstruction of executors, and attack surface management. We establish a closed-loop core control process of decision and processing, adjustment and scheduling, cleaning reconstruction, migration, and recovery. Furthermore, a dynamic scheduling algorithm based on executor credit and heterogeneity is proposed. The simulation results show that, compared with the traditional smart grid security architecture, the PHSA has better defense ability and system reliability, significantly improving the security of edge enabled smart grid system. Besides, compared with the random scheduling strategy, the proposed dynamic executor scheduling algorithm can further improve the security of the system. © 2021 Elsevier Ltd"
818,n,Functional Encryption for Turing Machines with Dynamic Bounded Collusion from LWE,"The classic work of Gorbunov, Vaikuntanathan and Wee (CRYPTO 2012) and follow-ups provided constructions of bounded collusion Functional Encryption (FE) for circuits from mild assumptions. In this work, we improve the state of affairs for bounded collusion FE in several ways: 1.New Security Notion. We introduce the notion of dynamic bounded collusion FE, where the declaration of collusion bound is delayed to the time of encryption. This enables the encryptor to dynamically choose the collusion bound for different ciphertexts depending on their individual level of sensitivity. Hence, the ciphertext size grows linearly with its own collusion bound and the public key size is independent of collusion bound. In contrast, all prior constructions have public key and ciphertext size that grow at least linearly with a fixed bound Q.2.CPFE for circuits with Dynamic Bounded Collusion. We provide the first CPFE schemes for circuits enjoying dynamic bounded collusion security. By assuming identity based encryption (IBE), we construct CPFE for circuits of unbounded size satisfying non-adaptive simulation based security. By strengthening the underlying assumption to IBE with receiver selective opening security, we obtain CPFE for circuits of bounded size enjoying adaptive simulation based security. Moreover, we show that IBE is a necessary assumption for these primitives. Furthermore, by relying on the Learning With Errors (LWE) assumption, we obtain the first succinct CPFE for circuits, i.e. supporting circuits with unbounded size, but fixed output length and depth. This scheme achieves adaptive simulation based security.3.KPFE for circuits with dynamic bounded collusion. We provide the first KPFE for circuits of unbounded size, but bounded depth and output length satisfying dynamic bounded collusion security from LWE. Our construction achieves adaptive simulation security improving security of [20].4.KP and CP FE for TM/NL with dynamic bounded collusion. We provide the first KPFE and CPFE constructions of bounded collusion functional encryption for Turing machines in the public key setting from LWE. Our constructions achieve non-adaptive simulation based security. Both the input and the machine in our construction can be of unbounded polynomial length.We provide a variant of the above scheme that satisfies adaptive security, but at the cost of supporting a smaller class of computation, namely Nondeterministic Logarithmic-space (NL). Since NL contains Nondeterministic Finite Automata (NFA), this result subsumes all prior work of bounded collusion FE for uniform models from standard assumptions [7, 9]. © 2021, International Association for Cryptologic Research."
894,n,Anomaly-Based Intrusion Detection System in RPL by Applying Stochastic and Evolutionary Game Models over IoT Environment,"The rapid development of Information and Communication Technology and the growing number of devices connected to the Internet make the Internet of Things (IoT) as a promising technology for a new breed of applications. The Routing Protocol for Low-Power and Lossy Networks (RPL) is a widely applied open standard protocol for IoT networks. The RPL routing is highly vulnerable to routing attacks due to the constrained nodes. The attacks on the RPL aim to disrupt the optimal protocol structure and significantly deteriorating network performance. Secure RPL routing schemes attempt to derive a high-level abstract of RPL operations through network simulation traces and apply it as a reference to differentiate the malicious behavior. The RPL specifications include all the states and transitions with its corresponding statistics. However, the malicious activities around a node enforce it to initiate the unnecessary state transition, and thus, the legitimate nodes are equally treated as malicious in dynamic IoT network scenarios. Hence, this work proposes a game theoretic model based anomaly Intrusion Detection System (IDS) to detect the RPL attacks and verify and confirm their malicious activities. This study formulates the Game models based Anomaly Intrusion Detection System (GAIDS) for RPL security. The proposed approach consists of two interrelated formulations, such as a stochastic game for attack detection and evolutionary game for attack confirmation. The stochastic game model formulates the activities of the standard RPL rules as a zero-sum stochastic game. The stochastic game estimates the payoff by observing the states, transitions between them, and their statistics. However, there is a possibility to model legitimate players as malicious, due to the nature of RPL. Thus, the proposed GAIDS scheme implements the evolutionary game theoretic framework on clustered network topology for the attack verification. By synchronizing the results of the stochastic game of neighboring players, it differentiates the legitimate players from the suspected list successfully. As a result, the GAIDS isolates the detected attackers and maintains the routing performance. The simulation results demonstrate that the detection accuracy and throughput of the proposed gaming model based anomaly IDS is substantially high and outperforms the existing scheme. © 2019, Springer Science+Business Media, LLC, part of Springer Nature."
904,n,Research on abnormal traffic diagnosis based on deployment mode of firewall,"The firewall based on quintuple for access control plays a very basic and vital role in network security protection, but the diversified firewall deployment mode also brings challenges to the network configuration: unreasonable network configuration may cause that the network traffic is interrupted, and when the interruption occurs, it is impossible to find the cause of the interruption if only analyzing the switching and routing involved in the network configuration. This article first analyzed the forwarding characteristics of traffic passing through the firewall, then proposed four types of firewall traffic forwarding models. No matter how the firewall deployment mode changes, the way of the traffic passes through the firewall must belong to one of the four models. This article further analyzed the four types of forwarding models based on the characteristics of firewalls, and found that three of them can cause abnormal firewall traffic. For this reason, this article proposed an algorithm for diagnosing abnormal models, and provided a solution based on network technology and firewall characteristics. © 2020 IEEE."
912,n,Resilience assessment of safety-critical systems with credal networks,"Nuclear accidents like Fukushima Daiichi or Three Mile Island have changed the safety paradigm to address not only the system failure but also the factors for safety. New nuclear power plant designs should consider safety parameters that maintain the operating conditions while coping with uncertain and possibly disruptive events. In other words, safety systems should increase the resilience of the nuclear power plants. In order to do so, resilience assessments must be carried out to study the system performance recovery once a disruptive event has occurred. The general process of resilience engineering comprises four states changing over time: reliability, unreliability, recovery and recovered steady-state. Probabilistic models like fault tree analysis, have been widely applied in the nuclear industry (among others) due to their flexibility to model complex engineering systems and uncertainty quantification of failure probabilities. However, such technique moderate the modeling scope when representing the interdependencies of the components in the system and variations in time over a disruption event. Moreover, additional complications in the resilience assessment process arise when considering the epistemic uncertainty due to the lack of knowledge about the events and the operating conditions. In this work, credal networks have been proposed for modeling complex interconnected systems as well as taking into account the epistemic uncertainty attached to the lack of data. The resilience assessment of the Main Heat Transport System together with key safety systems of an Advanced Thermal Reactor is carried out to evaluate the system recovery after a mishap adopting the credal network approach. The case study considers a heat removal system of a typical thermal reactor under high-pressure transients. This disruption event would activate the passive safety system to fulfill the reactor shut down process. The application of the proposed approach to producing a resilience analysis is described and results presented to demonstrate the applicability of the method. © ESREL2020-PSAM15 Organizers.Published by Research Publishing, Singapore."
922,n,"""a Novel MQTT Security framework in Generic IoT Model""","Internet of Things(IoT) emerges as a revolutionary technology since the last double decade. Internet of things has changed many aspects of the human. IoT has changed leaving styles and health care with the help of smart health care technologies like wearable devices. IoT has changed the power distribution mechanism in the smart grid environment where surplus renewable energy generated at the house or energy farm can also be distributed using a multi-dimensional grid and smart meters. One of the most beneficial aspects of IoT has emerged in the field of agriculture, wherewith the help of moisture and fertility sensor, the farmer can identify the need for fertilizer, quality of pesticides, quality of land, land moisture, and so on. Farmers can control the water distribution from home using smart sprinkling as well as pesticides sprinkling using IoT based drones. IoT makes use of light-weight communication with the motive of the reduction of extra overhead generated in regular internet communication. For to simplify and make faster communication IoT uses protocols like MQTT (Message queuing telemetry transport), COAP (Constrained Application Protocol), XMPP (Extensible Messaging and Presence Protocol), REST (Representational State Transfer) and so on. The most famous protocol in the IoT communication at the application layer is the MQTT protocol, which makes use of TCP as an underlying transport layer protocol for the transmission. TCP based interface makes it more reliable protocol as well as a small header of MQTT protocol makes it suitable for IoT Eco-system, In this chapter, We have discussed the IoT, industry 4.0, impact of IoT on industry 4.0, MQTT Protocol, MQTT security aspects, Survey on various protocols used for to make MQTT Communication in a secured manner. We have surveyed many recent advances that happened for the MQTT Security and list out significant challenges in the IoT based industry faces when it comes to securing devices from physical as well as logical attacks. MQTT based device authentication, access control of resources, and security of communicated data over the insecure channel are some of the significant challenges that are discussed in depth. Overall this chapter will contribute in-depth security survey of IoT based industry 4.0. © 2020 The Authors. Published by Elsevier B.V."
923,n,State Transition Model (STM): An optimum solution for preventing co-resident DOS attacks in cloud infrastructure,"Co-occupant DoS assaults are discovered as most defenseless dangers in relation to distributed computing which is an asset and generally is obligatory in nature. Co-inhabitant DOS assaults would deplete out the cloud assets which impairs the certifiable cloud clients from executing cloud utilization. Consequently aversion and conclusion of the event related to co-inhabitant assaults results in fundamental assignment of cloud form. In our past research strategy, Two-Player Game Approach (TPGA) is acquainted which points that show evasion of co-inhabitant DOS assaults by learning and arranging the Virtual Machine requested from clients on account of the low, medium and high hazard demands. Anyway this strategy decreased in its execution regarding discovery of hazard dimension of client ask for VMs. There is no predefined method for recognizing hazard estimation of VM assets. And furthermore it would be troublesome keep up and refresh the hazard status data of the cloud assets. This is settled in the proposed research strategy by presenting the system called State Transition Model based defense mechanism (STM) or State Observation based Co-Resident DOS Attack Detection (SO-CRDOS-AD). In the proposed research technique at first hazard estimation of each asset dependent on client demands is assessed by utilizing hazard recognition metric. In light of this hazard metric esteem, state estimation of each client ask for as far as VM is refreshed. The states that are considered in this work are Security State, Vulnerability State, Attacked State, Positive State, Negative State, Degenerate State and Failure State. These state estimations of VM assets are refreshed occasionally with the assistance of Markov Chain display. This examination technique is actualized in the CloudSim condition from which it is demonstrated that the proposed research strategy can guarantee the exact recognition of assault status of VM asks for, therefore the security level can be upgraded. © 2019 Elsevier Ltd. All rights reserved."
933,n,Adaptive Multi Model Architecture by Using Similarity between Trained User and New User,"Affective computing is a field of great interest in many applications, including video surveillance, behavior analysis, human robot interaction, life-logging. While accurately predicting these technologies (e.g. emotion estimation, confident for talking a topic) could have benefits for many fields, generic machine learning systems still yield low performance in some situation. We hypothesize that these sophisticated models suffer from individual differences of human's personality. Therefore, we proposed a multi characteristic model architecture which combine the personalized machine learning models and utilize each model 's prediction score in the inference. This architecture formed with reference to ensemble machine learning architecture. In this research, we presented the calculation method of weighted average in multi characteristic architecture by using similarity between a new sample and trained characteristics. We estimated confidence during communication as a human internal state. Empirical results demonstrate that using multi model trained each person 's information to account for individual differences provides improvements over traditional machine learning system and insight for dealing with various individual types. © 2019 IEEE."
942,n,Security implications of implementing multistate distance-bounding protocols,"A number of distance-bounding protocols have proposed multistate exchanges. In theory this can potentially improve the security of the protocol when using the same number of exchange rounds, i.e. as there are more than two states the probability of an attacker guessing a response correctly is lower. Similarly, for the same security probability, multistate distance-bounding protocols require less rounds. On the other hand, transmission errors during the timed exchange phase of the distance-bounding protocol also impact on the security of the protocol, as the verifier needs to allow a certain acceptance threshold of incorrect responses. This threshold causes False Acceptance and False Rejection in protocols and further influences the security of the protocol. In this paper, we investigate the security implications of multistate channel implementation and symbol energy considering their effect on the acceptance threshold. We show that implementing multistate responses using simple Mary modulation methods found in contactless devices, does not necessarily provide the expected security improvement when devices have finite transmission energy to spend on challenge-response exchanges. © 2019 Association for Computing Machinery."
948,n,Pixel-based operating modes from surveillance videos for structural vibration monitoring: A preliminary experimental study,"This paper presents a practical and cost effective method for vibration monitoring using multiple surveillance cameras distributed throughout (within) a building structure. Robust feature points in surveillance footage are identified and tracked frame-by-frame (with the Kanade-Lucas-Tomasi tracker) to extract the pixel motions. The relative pixel motions from multiple locations within the structure are analyzed in the frequency domain to estimate dynamic characteristics of the monitored structure (e.g., the dominant frequencies), as well as the pixel-based operating modes. These pixel-based modes importantly are in pixel units, eliminating the need to converted to engineering (physical) units. The method is verified through an experimental parametric study on a three-story lab-scale building structure (with three surveillance cameras) excited by broadband white noise signals. The accuracy and repeatability of the method are assessed to evaluate its application for structural health monitoring. © 2019 Elsevier Ltd"
