,id,title,authors,doi,link,pub_year,type,abstract,source,pub_title
1365,1366,"Theorem-Based, Data-Driven, Cyber Event Detection","Hively LM,McDonald JT",10.1145/2459976.2460041,https://doi.org/10.1145/2459976.2460041;http://dx.doi.org/10.1145/2459976.2460041,2013,Conference Paper,"Nonlinear dynamics and graph theory may provide a theorem-based path to improve design security and aid detection of anomalous events in cyber applications. Using side-channel information such as power taken from underlying computer components and analyzing noisy data such as timing, we ask the question of whether such data can reveal anomalous activity or verify the changing dynamics of an underlying computer system. Takens' theorem in nonlinear dynamics allows reconstruction of topologically invariant, time-delay-embedding states from the computer dynamics in a sufficiently high-dimensional space. The resultant dynamical states are vertices, and the state-to-state transitions are edges in a graph. Graph theorems guarantee topologically invariant measures to quantify the dynamical changes, based on the applications that are executing. This paper highlights recent applications of the phase-space analysis technique in the non-cyber realm (forewarning of biomedical events and equipment failures), and proposes new applications that would bolster cyber event detection.",ACM Digital Library,Proceedings of the Eighth Annual Cyber Security and Information Intelligence Research Workshop
1368,1369,Towards Automated Network Mitigation Analysis,"Speicher P,Steinmetz M,Hoffmann J,Backes M,Künnemann R",10.1145/3297280.3297473,https://doi.org/10.1145/3297280.3297473;http://dx.doi.org/10.1145/3297280.3297473,2019,Conference Paper,"Penetration testing is a well-established practical concept for the identification of potentially exploitable security weaknesses and an important component of a security audit. Providing a holistic security assessment for networks consisting of several hundreds hosts is hardly feasible though without some sort of mechanization. Mitigation, prioritizing counter-measures subject to a given budget, currently lacks a solid theoretical understanding and is hence more art than science. In this work, we propose the first approach for conducting comprehensive what-if analyses in order to reason about mitigation in a conceptually well-founded manner. To evaluate and compare mitigation strategies, we use simulated penetration testing, i.e., automated attack-finding, based on a network model to which a subset of a given set of mitigation actions, e.g., changes to the network topology, system updates, configuration changes etc. is applied. Using Stackelberg planning, we determine optimal combinations that minimize the maximal attacker success (similar to a Stackelberg game), and thus provide a well-founded basis for a holistic mitigation strategy. We show that these Stackelberg planning models can largely be derived from network scan, public vulnerability databases and manual inspection with various degrees of automation and detail, and we simulate mitigation analysis on networks of different size and vulnerability.",ACM Digital Library,Proceedings of the 34th ACM/SIGAPP Symposium on Applied Computing
1375,1376,Time Pattern Analysis of Malware by Circular Statistics,"Pan L,Tomlinson A,Koloydenko AA",10.1109/ANCS.2017.26,https://doi.org/10.1109/ANCS.2017.26;http://dx.doi.org/10.1109/ANCS.2017.26,2017,Conference Paper,"Circular statistics present a new technique to analyse the time patterns of events in the field of cyber security. We apply this technique to analyse incidents of malware infections detected by network monitoring. In particular we are interested in the daily and weekly variations of these events.Based on ""live"" data provided by Spamhaus, we examine the hypothesis that attacks on four countries are distributed uniformly over 24 hours. Specifically, we use Rayleigh and Watson tests. While our results are mainly exploratory, we are able to demonstrate that the attacks are not uniformly distributed, nor do they follow a Poisson distribution as reported in other research. Our objective in this is to identify a distribution that can be used to establish risk metrics.Moreover, our approach provides a visual overview of the time patterns' variation, indicating when attacks are most likely. This will assist decision makers in cyber security to allocate resources or estimate the cost of system monitoring during high risk periods.Our results also reveal that the time patterns are influenced by the total number of attacks. Networks subject to a large volume of attacks exhibit bimodality while one case, where attacks were at relatively lower rate, showed a multi-modal daily variation.",ACM Digital Library,Proceedings of the Symposium on Architectures for Networking and Communications Systems
1471,1472,Effective Multitask Deep Learning for IoT Malware Detection and Identification Using Behavioral Traffic Analysis,"Ali, Sajid (57214290889); Abusabha, Omar (57880463000); Ali, Farman (56645835400); Imran, Muhammad (57200275504); Abuhmed, Tamer (27067512200)",10.1109/TNSM.2022.3200741,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137557049&doi=10.1109%2fTNSM.2022.3200741&partnerID=40&md5=f723d27ea9af8e0940a78f883b108533,2023,Article,"Despite the benefits of the Internet of Things (IoT), the growing influx of IoT-specific malware coordinating large-scale cyberattacks via infected IoT devices has created a substantial threat to the Internet ecosystem. Assessing IoT systems' security and developing mitigation measures to prevent the spread of IoT malware is therefore critical. Furthermore, for training and testing the fidelity of cyber security-based Machine Learning (ML) and Deep Learning (DL) approaches, the collection and exploration of information from multiple sources from the IoT are crucial. In this regard, we propose a multitask DL model for detecting IoT malware. Our proposed Long Short-Term Memory (LSTM) based model efficiently performs two tasks: 1) determination of whether the provided traffic is benign or malicious, and 2) determination of the malware type for identifying malicious network traffic. We used large-scale traffic data of 145. pcap files of benign and malicious traffic collected from 18 different IoT devices. We performed a time-series analysis on the packets of traffic flows, which were then used to train the proposed model. The features extracted from the dataset were categorized into three modalities: flow-related, traffic flag-related, and packet payload-related features. A feature selection approach was employed at the feature and modality levels, and the best modalities and features were utilized for performance enhancement. For tasks 1 and 2 and multitask classification, the flow-related and flag-related modalities showed the best testing accuracies of 92.63%, 88.45%, and 95.83%, respectively.  © 2004-2012 IEEE.",Scopus,IEEE Transactions on Network and Service Management
1477,1478,Two-stage self-adaption security and low-carbon dispatch strategy of energy storage systems in distribution networks with high proportion of photovoltaics,"Chen, Lei (57205634643); Tang, Wei (55927692000); Zhang, Lu (55927979900); Wang, Zhaoqi (57210132660); Liang, Jun (58417088800)",10.1049/stg2.12118,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163883667&doi=10.1049%2fstg2.12118&partnerID=40&md5=b95d7ca2feb8a1dfc55c9110efb82bce,2023,Article,"With the goal of achieving carbon neutrality, active distribution networks (DNs) with a high proportion of photovoltaics (PVs) are facing challenges in maintaining voltage stability and low-carbon operation. Energy storage systems (ESSs), which have the ability to store and transfer energy temporarily, can be used as effective measures to enhance the capacity of consuming PVs and reduce carbon emissions in DNs. However, existing low-carbon dispatch strategies for multiple sources, storages and loads fail to consider voltage violations, while the temporal carbon emission intensity of the upper-level power grid is also often overlooked, which is an important factor that affects the dispatch strategy. Therefore, a two-stage self-adaptive dispatch strategy of ESSs that considers the temporal characteristics of slack nodal carbon emission intensity to minimise carbon emissions while maintaining voltage stability in DNs with high access to PVs is proposed. First, the framework of the proposed two-stage self-adaptive dispatch strategy of ESSs is established by taking into account the effects of ESSs on adjusting voltages and reducing carbon emissions, respectively, with the two-stage switch principle of two operation modes being determined. On this basis, an optimization dispatch model is established to improve voltages and carbon emissions, and the optimal day-ahead dispatch strategy of ESSs can be obtained by solving the model using genetic algorithm. Case studies of the modified 10 kV IEEE 33-node DN and IEEE 123-node DN verify the feasibility and superiority of the proposed two-stage self-adaptive security and low-carbon day-ahead dispatch strategy for ESSs, showing that the voltage stabilisation and lower carbon emissions of DNs are both improved. © 2023 The Authors. IET Smart Grid published by John Wiley & Sons Ltd on behalf of The Institution of Engineering and Technology.",Scopus,IET Smart Grid
1569,1570,Multimodal Data Augmentation for Visual-Infrared Person ReID with Corrupted Data,"Josi, Arthur (57909578900); Alehdaghi, Mahdi (57994824600); Cruz, Rafael M. O. (41261179000); Granger, Eric (7004286338)",10.1109/WACVW58289.2023.00008,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148321001&doi=10.1109%2fWACVW58289.2023.00008&partnerID=40&md5=ccef6a239260e850bb4b8ae83a6e734b,2023,Conference paper,"The re-identification (ReID) of individuals over a complex network of cameras is a challenging task, especially under real-world surveillance conditions. Several deep learning models have been proposed for visible-infrared (V-I) person ReID to recognize individuals from images captured using RGB and IR cameras. However, performance may decline considerably if RGB and IR images captured at test time are corrupted (e.g., noise, blur, and weather conditions). Although various data augmentation (DA) methods have been explored to improve the generalization capacity, these are not adapted for V-I person ReID. In this paper, a specialized DA strategy is proposed to address this multimodal setting. Given both the V and I modalities, this strategy allows to diminish the impact of corruption on the accuracy of deep person ReID models. Corruption may be modality-specific, and an additional modality often provides complementary information. Our multimodal DA strategy is designed specifically to encourage modality collaboration and reinforce generalization capability. For instance, punctual masking of modalities forces the model to select the informative modality. Local DA is also explored for advanced selection of features within and among modalities. The impact of training baseline fusion models for V-I person ReID using the proposed multimodal DA strategy is assessed on corrupted versions of the SYSUMM01, RegDB, and ThermalWORLD datasets in terms of complexity and efficiency. Results indicate that using our strategy provides V-I ReID models the ability to exploit both shared and individual modality knowledge so they can out-perform models trained with no or unimodal DA. GitHub code: https://github.com/art2611/ML-MDA.  © 2023 IEEE.",Scopus,"Proceedings - 2023 IEEE/CVF Winter Conference on Applications of Computer Vision Workshops, WACVW 2023"
1571,1572,A Hybrid Dynamic Risk Analysis Methodology for Cyber-Physical Systems,"Lyvas, Christos (57190570146); Maliatsos, Konstantinos (16024827000); Menegatos, Andreas (58160799900); Giannakopoulos, Thrasyvoulos (58161023400); Lambrinoudakis, Costas (57022275000); Kalloniatis, Christos (8935567300); Kanatas, Athanasios (6603851788)",10.1007/978-3-031-25460-4_8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151048071&doi=10.1007%2f978-3-031-25460-4_8&partnerID=40&md5=c7e1fbb4ba2717f5d61c4b5c90005c7a,2023,Conference paper,"Recent technological advances allow us to design and implement sophisticated infrastructures to assist users’ everyday life; technological paradigms such as Intelligent Transportation Systems (ITS) and Multi-modal Transport are excellent instances of those cases. Therefore, a systematic risk evaluation process in conjunction with proper threat identification are essential for environments like those mentioned above as they involve human safety. Threat modelling is the process of identifying and understanding threats while risk analysis is the process of identifying and analyzing potential risks. This research initially focuses on the most widely-used threat modelling and risk analysis approaches and reviewing their characteristics. Then, it presents a service-oriented dynamic risk analysis approach that focuses on Cyber-Physical Systems (CPS) by adopting threat modelling characteristics and by blending other methods and well-established sources to achieve automation in several stages. Finally, it provides the qualitative features of the proposed method and other related threat modelling and risk analysis approaches with a discussion regarding their similarities, differences, advantages and drawbacks. © 2023, The Author(s), under exclusive license to Springer Nature Switzerland AG.",Scopus,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)
1630,1631,Multi-modal biometric fusion based continuous user authentication for E-proctoring using hybrid LCNN-Salp swarm optimization,"Purohit, Himanshu (57201637277); Ajmera, Pawan K. (35736950500)",10.1007/s10586-021-03450-w,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118828064&doi=10.1007%2fs10586-021-03450-w&partnerID=40&md5=158165f7336545df129744ada6bf7521,2022,Article,"In Covid 19, pandemic remote proctoring of the employee or human being is evolved as a big challenge for the information retrieval process. On the other side, memory-based system access authentication is becoming outdated and less preferred for live applications, especially where data security and customer privacy are crucial. Multi-modal authentication has outperformed the unimodal process with high accuracy and improved security in the user authentication field. Multi-modal biometric verification includes user attributes such as keystrokes, iris, speech, face, etc. For real-time execution of multi-modal biometric fusion-based live tracking for compatible applications. The study proposes an efficient continuous biometric user authentication system for a new challenge of pandemic time, a live online authentication of the evaluation process (CBUA-OE). The proposed CBUA-OE system can address the challenges associated with live proctoring and is also compatible with real-time implementation, deployment of authentication systems. The modified wolf optimization algorithm and CUBA-OE's optimal feature fusion algorithm give an edge over the other contemporary methods and make it more robust. In modern forms of authentication, the classification stage affects the overall outcome of the system, and the model's performance is also a factor of varying quality of datasets. In contrast, a hybrid LCNN-Salp swarm optimization-based classifier is more efficient and consistent in continuous user authentication. Here the performance of the proposed hybrid LCNN-Salp swarm optimization classifier is analyzed with different standard datasets. The results are compared with the existing state-of-art classifiers regarding the accuracy, precision, recall, and F-measure. This projected work is novel in terms of usability factors and scalability to live tracking systems. © 2021, The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature.",Scopus,Cluster Computing
1638,1639,Adaptive IDS for Cooperative Intelligent Transportation Systems Using Deep Belief Networks,"Almalki, Sultan Ahmed (57514501000); Abdel-Rahim, Ahmed (6603798348); Sheldon, Frederick T. (7006468020)",10.3390/a15070251,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135444008&doi=10.3390%2fa15070251&partnerID=40&md5=e90094b842aebb12cc812259e1bca8aa,2022,Article,"The adoption of cooperative intelligent transportation systems (cITSs) improves road safety and traffic efficiency. Vehicles connected to cITS form vehicular ad hoc networks (VANET) to exchange messages. Like other networks and systems, cITSs are targeted by attackers intent on compromising and disrupting system integrity and availability. They can repeatedly spoof false information causing bottlenecks, traffic jams and even road accidents. The existing security infrastructure assumes that the network topology and/or attack behavior is static. However, the cITS is inherently dynamic in nature. Moreover, attackers may have the ability and resources to change their behavior continuously. Assuming a static IDS security model for VANETs is not suitable and can lead to low detection accuracy and high false alarms. Therefore, this paper proposes an adaptive security solution based on deep learning and contextual references that can cope with the dynamic nature of the cITS topologies and increasingly common attack behaviors. In this study, deep belief networks (DBN) modeling was used to train the detection model. Binary cross entropy was used as a loss function to measure the prediction error. Two activation functions were used, Relu and Softmax, for input–output mapping. The Relu was used in the hidden layers, while the Sigmoid was used in the last layer to map the real vector to output between 0 and 1. The adaptation mechanism was incorporated into the detection model using a moving average that monitors predicted values within a time window. In this way, the model can readjust the classification thresholds on-the-fly as appropriate. The proposed model was evaluated using the Next Generation Simulation (NGSIM) dataset, which is commonly used in such related works. The result is improved accuracy, demonstrating that the adaptation mechanism used in this study was effective. © 2022 by the authors.",Scopus,Algorithms
1651,1652,User Identity Linkage via Co-Attentive Neural Network From Heterogeneous Mobility Data,"Feng, Jie (57206757859); Li, Yong (57189401839); Yang, Zeyu (57209225669); Zhang, Mingyang (57218180250); Wang, Huandong (56902245000); Cao, Han (57429559500); Jin, Depeng (7201973492)",10.1109/TKDE.2020.2989732,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123584712&doi=10.1109%2fTKDE.2020.2989732&partnerID=40&md5=0338af6254c33e074c12387bf26e028c,2022,Article,"Online services are playing critical roles in almost all aspects of users' life. Users usually have multiple online identities (IDs) in different online services. In order to fuse the separated user data in multiple services for better business intelligence, it is critical for service providers to link online IDs belonging to the same user. On the other hand, the popularity of mobile networks and GPS-equipped smart devices have provided a generic way to link IDs, i.e., utilizing the mobility traces of IDs. However, linking IDs based on their mobility traces has been a challenging problem due to the highly heterogeneous, incomplete and noisy mobility data across services. In this paper, we propose DPLink, an end-to-end deep learning based framework, to complete the user identity linkage task for heterogeneous mobility data collected from different services with different properties. DPLink is made up by a feature extractor including a location encoder and a trajectory encoder to extract representative features from trajectory and a comparator to compare and decide whether to link two trajectories as the same user. Particularly, we propose a pre-training strategy with a simple task to train the DPLink model to overcome the training difficulties introduced by the highly heterogeneous nature of different source mobility data. Besides, we introduce a multi-modal embedding network and a co-attention mechanism in DPLink to deal with the low-quality problem of mobility data. By conducting extensive experiments on two real-life ground-truth mobility datasets with eight baselines, we demonstrate that DPLink outperforms the state-of-the-art solutions by more than 15 percent in terms of hit-precision. Moreover, it is expandable to add external geographical context data and works stably with heterogeneous noisy mobility traces. © 1989-2012 IEEE.",Scopus,IEEE Transactions on Knowledge and Data Engineering
1672,1673,GAN based Visible to Thermal Image Translation,"Abdullah, Muhammad (56584820700); Lee, AhHyun (58001331400); Han, Dongil (13005656200)",10.1109/ICCE-Asia57006.2022.9954654,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143795403&doi=10.1109%2fICCE-Asia57006.2022.9954654&partnerID=40&md5=300975e2103cf05d1655dc0dd0ec2563,2022,Conference paper,"The increasing demands of deep learning based solutions for security and surveillance applications has opened various new challenges in computer vision. Multimodal face recognition is one of the important tasks where face recognition may be required to be performed on infrared or thermal camera images in locations with low visibility and challenging lighting conditions. However, the data available for such modalities is not enough as compared to data available for visible light images. This paper presents a generative adversarial network (GAN) based solution to solve the problem of data scarcity. The closed loop GAN system CycleGAN is used to generate novel thermal images from visible light images. The results are very impressive and close to reality.  © 2022 IEEE.",Scopus,"2022 IEEE International Conference on Consumer Electronics-Asia, ICCE-Asia 2022"
1739,1740,Management of information processes under a radiation emergency,"Voronov, O.S. (57363548800); Popov, E.V. (57363260400); Voronov, S.I. (57363548700); Sednev, V.A. (57218871873)",10.1088/1755-1315/843/1/012054,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120626353&doi=10.1088%2f1755-1315%2f843%2f1%2f012054&partnerID=40&md5=207c821f702efa081a5bcc592d013ce4,2021,Conference paper,"The article provides examples of radiation emergencies (ES), emergency response measures aimed at protecting the public and territories, including applicability of a comprehensive monitoring system of the public security conditions. A special attention is paid to scientific approaches and research results aimed at optimization of information processes during the operational use of data from monitoring systems on the conditions status under radiation emergencies. Besides, the expediency and sufficiency of using two data sources producing reports was determined and justified if one of the data sources is a monitoring system. Based on the research results, other provisions concerning the management of information processes under radiation ES conditions related to the requirements for operational public notification were justified. In particular, schemes for constructing such systems under special radiation ES conditions, algorithms for their operation, operating modes, and some parameters that these systems should provide with were justified. The information subsystem as a part of the CSPPCM is a kind of information system for the prompt public notification, and the research results are quite relevant for it.  © Published under licence by IOP Publishing Ltd.",Scopus,IOP Conference Series: Earth and Environmental Science
1789,1790,Multimodal biometric fusion online handwritten signature verification using neural network and support vector machine,"Abualghanam, Orieb (57987557300); Albdour, Layla (57217487089); Adwan, Omar (54413902600)",10.24507/ijicic.17.05.1691,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114594752&doi=10.24507%2fijicic.17.05.1691&partnerID=40&md5=b67c2dbceab52a682b8109669839f7d5,2021,Article,"The handwritten signature is the most widely accepted biometric scheme used to verify an individual’s identity. Recently, smart devices, such as tablets, PCs and smartphones, have become widespread around the world, thus making it easier to verify anyone’s identity using a handwritten signature and to differentiate whether the signature is real or not. In this paper, we propose two models for an online handwritten signature verification system to enhance the accuracy of prediction and decrease the equal error rate. The first model is based on the neural network classifier used to verify online handwritten signatures. The second model is based on a multimodal called a fusion model. In conducting the experiments, an MCYT-100 benchmark dataset was used to test and evaluate the proposed methods. The results indicate that the first proposed model achieves 3.8% EER compared to other related proposals. Moreover, the multimodal achieved 1.3% EER compared to other multimodal alternatives and outperformed the first model. Also, the second model shows an enhancement and better performance by decreasing the EER approximately 2.5% compared to the first model. © 2021, ICIC International. All rights reserved.",Scopus,"International Journal of Innovative Computing, Information and Control"
1942,1943,Big Data,"Karthika, D. (57219613470); Kalaiselvi, K. (57195978504)",10.1007/978-3-030-67051-1_3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109855948&doi=10.1007%2f978-3-030-67051-1_3&partnerID=40&md5=13e511c5ea28c799ab3d6e8b761c7196,2021,Book chapter,"Healthcare is perhaps one of the most important therapy fields of the new age. Health policy should use a vast variety of analytical knowledge to collect data and measurements of difficulty. It should be beneficial and able to predict patient well-being by evaluating diet, medical history, and social behavior. Hours is a broad health network. Good lifestyle-recommendations are included. Therefore, informal health networks have become critical collective decision-making structures. Maintaining efficient knowledge distribution, performance, security, and secrecy is a crucial goal. The Health Advisory Framework (HRS) is of great value in achieving results such as the analysis of clinical effects, preventive advantages, therapeutic options, and complementary medications focused on patient knowledge databases, and people are utilizing social networks to uncover their health issues. Present research in this chapter on massive amounts of medical data decreases healthcare expenditures by integrating multimodal data from different outlets. Big data analysis utilizing the Advice Platform plays an essential part, offering a smart HRS strategy that provides visibility into how large data analytics can be used as effective health advising engine and how the healthcare system can be transformed from a traditional to a more personalized model into a tele-health setting. © 2021, The Author(s), under exclusive license to Springer Nature Switzerland AG.",Scopus,EAI/Springer Innovations in Communication and Computing
1945,1946,“SAVE” – An Integrated Approach of Personal and Home Safety for Active Assisted Living,"Moraru, Sorin-Aurel (22433787000); Moșoi, Adrian Alexandru (55925548700); Kristaly, Dominic Mircea (25031534000); Sandu, Florin (16550878300); Floroian, Dan (24773225800); Ungureanu, Delia Elisabeta (56273057800); Perniu, Liviu Marian (22433786400)",10.1007/978-3-030-79150-6_36,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111890764&doi=10.1007%2f978-3-030-79150-6_36&partnerID=40&md5=973f359d89f30553f2a9868c0b1231a2,2021,Conference paper,"The paper presents the concept and demonstrator of “SAVE – SAfety of elderly people and Vicinity Ensuring”, an integrated approach of personal and residential security. This AAL (Active Assisted Living) system aims to support elderly end-users staying in their familiar home and surroundings for as long as possible, being safely and permanently in contact with their caregivers. The top-down Universal Modeling Language (UML) service orientation enabled a unified co-design of both human and machine communications. Furthermore, the present concept includes an integrated subscription mechanism for people and devices, in a multi-tier user structure and a central-local distributed processing (Cloud-Edge). There are presented the end-user perspective, selection and involvement (in pilot prototyping of the SAVE demonstrator), considering cognitive age-related issues, oriented on usability and on the functional specifications of interfacing via web-apps (independent of the mobile platforms operating system). Location Based Services (LBS) manage data from the Geographical Information Systems (GIS) in a unified modern way, based on LISP – Location - (from) Identity Separation Protocol. These services of “orientation” – localization, real-time tracking – are integrated with another aspect of “restoring the referential” (both personal and communitarian): (re-) planning service, improving alert information in case of emergency, bilateral push-pull of security notifications. Restoring the end-users well-being takes benefit of eHealth and actigraphy services. The other approach, bottom-up, is based on micro-services software/netware implementation, modern smartwatches/smartphones and wearable devices, leveraging their programmability and multi-modal and multi-range (near-field or cellular) communications. © 2021, IFIP International Federation for Information Processing.",Scopus,IFIP Advances in Information and Communication Technology
1966,1967,Skeleton-Based Human Action Recognition on Large-Scale Datasets,"Hossain, Tonmoy (57208082515); Sarker, Sujan (56644176700); Rahman, Sejuti (57198872446); Ahad, Md Atiqur Rahman (23491419800)",10.1007/978-3-030-75490-7_5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107517084&doi=10.1007%2f978-3-030-75490-7_5&partnerID=40&md5=c0ad807603c134117e5f1985f9e21c1e,2021,Book chapter,"Skeleton-based Human Action Recognition (SHAR) is one of the most trending research topics in computer vision, which relies on the investigation of multi-modal data acquired from different sensory devices. Due to its faster execution speed, skeleton-based automated SHAR systems are widely adopted in real-time applications such as surveillance systems, behavior analysis, gesture recognition, and security systems. To build such an efficient system, the recognition model needs to be trained on a large-scale multi-modal dataset to accurately identify multi-class actions. However, the recognition of multi-class actions with higher accuracy requires the extraction of the spatio-temporal discriminative features, which is a challenging task. Moreover, the traditional handcrafted feature-based Machine Learning (ML) models when dealing with a large dataset, fail to preserve spatio-temporal correlations, resulting in poor recognition accuracy. While exploring the recent literature, a paradigm shift in SHAR research from traditional ML-based models to deep learning models is observed, which intrigues us to hypothesize that deep learning is the future avenue for SHAR research on large datasets. To establish it, we perform an exhaustive study on the recent works published in 2017 onwards that utilize deep learning models in SHAR on large skeletal datasets, notably alleviating the tedious task of feature engineering and extraction. The comparative performance analysis of the recent models shows that the successor models outperform its predecessors in terms of recognition accuracy, confirming the prospects of the deep learning-based SHAR research on large skeletal datasets. © 2021, Springer Nature Switzerland AG.",Scopus,Intelligent Systems Reference Library
2030,2031,Multi-Modal Motion-Capture- Based Biometric Systems for Emergency Response and Patient Rehabilitation,"Gavrilova, Marina L. (26643382700); Ahmed, Ferdous (57214278023); Hossain Bari, A.S.M. (57209417551); Liu, Ruixuan (57828015500); Liu, Tiantian (57828665500); Maret, Yann (57828805200); Sieu, Brandon Kawah (57204634360); Sudhakar, Tanuja (57215452724)",10.4018/978-1-7998-3432-8.ch032,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110233402&doi=10.4018%2f978-1-7998-3432-8.ch032&partnerID=40&md5=6b9f38a9af9385dcdd4785ce4a8698ab,2020,Book chapter,"This chapter outlines the current state of the art of Kinect sensor gait and activity authentication. It also focuses on emotional cues that could be observed from human body and posture. It presents a prototypeof a system that combines recently developed behavioral gait and posture recognition methods for humanemotion identification. A backbone of the system is Kinect sensor gait recognition, which explorest relationship between joint-relative angles and joint-relative distances through machine learning.The chapter then introduces a real-time gesture recognition system developed using Kinect sensor andtrained with SVM classifier. Preliminary experimental results demonstrate accuracy and feasibility ofusing such systems in real-world scenarios. While gait and emotion from body movement has been researchedin the context of standalone biometric security systems, they were never previously exploredfor physiotherapy rehabilitation and real-time patient feedback. The survey of recent progress and openproblems in crucial areas of medical patient rehabilitation and rescue operations conclude this chapter. © 2021 by IGI Global. All rights reserved.",Scopus,Research Anthology on Rehabilitation Practices and Therapy
2063,2064,An end-to-end lwm2m-based communication architecture for multimodal NB-IoT/BLE devices,"Basu, Subho Shankar (57213721949); Haxhibeqiri, Jetmir (57189044377); Baert, Mathias (57203213043); Moons, Bart (57205603633); Karaagac, Abdulkadir (43661545800); Crombez, Pieter (57192588378); Camerlynck, Pieterjan (57216411199); Hoebeke, Jeroen (8914771300)",10.3390/s20082239,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083448438&doi=10.3390%2fs20082239&partnerID=40&md5=b2dc0079604484844b470dea2d53c46d,2020,Article,"The wireless Internet of Things (IoT) landscape is quite diverse. For instance, Low-Power Wide-Area Network (LPWAN) technologies offer low data rate communication over long distance, whereas Wireless Personal Area Network (WPAN) technologies can reach higher data rates, but with a reduced range. For simple IoT applications, communication requirements can be fulfilled by a single technology. However, the requirements of more demanding IoT use cases can vary over time and with the type of data being exchanged. This is pushing the design towards multimodal approaches, where different wireless IoT technologies are combined and the most appropriate one is used as per the need. This paper considers the combination of Narrow Band IoT (NB-IoT) and Bluetooth Low Energy (BLE) as communication options for an IoT device that is running a Lightweight Machine to Machine/Constrained Application Protocol (LwM2M/CoAP) protocol stack. It analyses the challenges incurred by different protocol stack options, such as different transfer modes (IP versus non-IP), the use of Static Context Header Compression (SCHC) techniques, and Datagram Transport Layer Security (DTLS) security modes, and discusses the impact of handover between both communication technologies. A suitable end-to-end architecture for the targeted multimodal communication is presented. Using a prototype implementation of this architecture, an in-depth assessment of handover and its resulting latency is performed. © 2020 by the authors. Licensee MDPI, Basel, Switzerland.",Scopus,Sensors (Switzerland)
2094,2095,Adaptive Security Policies,"Nielson, Flemming (7003394505); Hansen, René Rydhof (7402563679); Nielson, Hanne Riis (7004717061)",10.1007/978-3-030-61470-6_17,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096527479&doi=10.1007%2f978-3-030-61470-6_17&partnerID=40&md5=7797d1217aa652ad90a979e4ffe66a8c,2020,Conference paper,"We develop an approach to security of adaptive agents that is based on respecting the local security policies of agents rather than imposing a global security policy on all agents. In short, an agent can be assured, that it will not be able to observe any violation of its own security policy due to the changing presence of other agents in its environment. The development is performed for a version of Dijkstra’s Guarded Commands with relocation primitives, channel based communication, and explicit non-determinism. At the technical level a type system enforces local security policies whereas a reference monitor ensures that relocation is permissible with local security of all agents. © 2020, Springer Nature Switzerland AG.",Scopus,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)
2102,2103,Cryptographic protection for military radio communications,"Białas, Robert (57220779960); Grzonkowski, Marcin (55557157900); Wicik, Robert (55557852000)",10.24425-ijet.2020.134028/750,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097593257&doi=10.24425-ijet.2020.134028%2f750&partnerID=40&md5=31850e15413c6fef9b120eba3b07dc65,2020,Article,"Protecting the confidentiality, integrity and availability of information is very important in any telecommunications system. Information protection requires use of necessary physical, personal, information and communication technologies and above all - electromagnetic and cryptographic security measures. Equipment and tools for cryptographic protection should be examined and assessed in terms of resistance to known threats. Additional requirements are put on information protection for radio communication, especially military, where radio transmission is characterized by uncertainty of establishing and maintaining connections, bit rates are relatively low, often without full duplex. All this has an impact on the methods of cryptographic synchronization and implementation of cryptographic functions. A different approach to information protection is required by classic narrowband radio communications, a different one in time-division multi-access modes, and another one in broadband packet data transmission. Systems designed for information protection in radio communications implement appropriate operating modes of operation for cryptographic algorithms and protocols. Latest threats from quantum computers pose new challenges, especially in systems using public-key cryptography, because there are algorithms that can be used to attack these schemes with polynomial complexity. © The Author(s). This is an open-access article distributed under the terms of the Creative Commons Attribution License (CC BY 4.0, https://creativecommons.org/licenses/by/4.0/), which permits use, distribution, and reproduction in any medium, provided that the Article is properly cited.",Scopus,International Journal of Electronics and Telecommunications
